ProductID,ProductTHTDatum,CStatusProduct,FStatusProduct,PStatusProduct,SoortProductID
647,2025-04-12,OK,OK,OK,35
648,2025-04-12,OK,OK,OK,2
649,2025-04-12,OK,NOK,OK,30
650,2025-04-12,NOK,NOK,OK,1
651,2025-04-12,NOK,NOK,OK,2
652,2025-04-12,NOK,NOK,OK,34
653,2025-04-12,OK,NOK,NOK,32
654,2025-04-12,OK,NOK,OK,18
655,2025-04-12,OK,OK,OK,46
656,2025-04-12,OK,OK,NOK,25
657,2025-04-12,OK,OK,OK,23
658,2025-04-12,NOK,NOK,OK,12
659,2025-04-12,OK,OK,NOK,39
660,2025-04-12,NOK,NOK,OK,23
661,2025-04-12,NOK,NOK,OK,12
662,2025-04-12,OK,OK,NOK,8
663,2025-04-12,OK,OK,NOK,30
664,2025-04-12,OK,NOK,NOK,28
665,2025-04-12,NOK,NOK,NOK,5
666,2025-04-12,OK,OK,OK,36
667,2025-04-12,OK,NOK,OK,48
668,2025-04-12,OK,NOK,OK,50
669,2025-04-12,OK,NOK,NOK,40
670,2025-04-12,OK,NOK,OK,33
671,2025-04-12,OK,OK,NOK,40
672,2025-04-12,OK,NOK,NOK,11
673,2025-04-12,OK,OK,OK,16
674,2025-04-12,NOK,OK,OK,11
675,2025-04-12,OK,OK,NOK,45
676,2025-04-12,NOK,OK,OK,46
677,2025-04-12,OK,NOK,OK,15
678,2025-04-12,OK,OK,OK,31
679,2025-04-12,OK,OK,OK,47
680,2025-04-12,NOK,OK,OK,22
681,2025-04-12,OK,OK,NOK,20
682,2025-04-12,NOK,OK,NOK,19
683,2025-04-12,NOK,OK,NOK,19
684,2025-04-12,NOK,OK,OK,27
685,2025-04-12,OK,OK,OK,40
686,2025-04-12,OK,OK,OK,3
687,2025-04-12,OK,NOK,NOK,27
688,2025-04-12,OK,NOK,OK,19
689,2025-04-12,OK,OK,NOK,11
690,2025-04-12,NOK,OK,OK,2
691,2025-04-12,OK,OK,OK,22
692,2025-04-12,OK,NOK,OK,39
693,2025-04-12,OK,NOK,NOK,6
694,2025-04-12,NOK,OK,OK,32
695,2025-04-12,NOK,OK,OK,14
696,2025-04-12,OK,OK,NOK,23
697,2025-04-12,NOK,OK,OK,11
698,2025-04-12,NOK,OK,NOK,15
699,2025-04-12,OK,NOK,NOK,10
700,2025-04-12,OK,NOK,OK,29
701,2025-04-12,OK,NOK,OK,44
702,2025-04-12,OK,NOK,NOK,42
703,2025-04-12,NOK,NOK,OK,23
704,2025-04-12,NOK,OK,OK,28
705,2025-04-12,NOK,NOK,OK,46
706,2025-04-12,OK,NOK,OK,4
707,2025-04-12,NOK,NOK,NOK,2
708,2025-04-12,NOK,NOK,NOK,39
709,2025-04-12,OK,NOK,NOK,16
710,2025-04-12,NOK,OK,NOK,15
711,2025-04-12,OK,NOK,NOK,26
712,2025-04-12,NOK,NOK,NOK,20
713,2025-04-12,NOK,OK,NOK,4
714,2025-04-12,OK,NOK,OK,20
715,2025-04-12,NOK,NOK,OK,11
716,2025-04-12,NOK,OK,OK,49
717,2025-04-12,OK,OK,NOK,41
718,2025-04-12,NOK,OK,OK,25
719,2025-04-12,OK,OK,NOK,13
720,2025-04-12,OK,OK,OK,37
721,2025-04-12,OK,OK,NOK,24
722,2025-04-12,OK,NOK,OK,25
723,2025-04-12,NOK,NOK,OK,45
724,2025-04-12,NOK,NOK,OK,40
725,2025-04-12,OK,NOK,OK,17
726,2025-04-12,NOK,OK,NOK,18
727,2025-04-12,NOK,OK,NOK,22
728,2025-04-12,OK,NOK,OK,33
729,2025-04-12,NOK,NOK,OK,39
730,2025-04-12,NOK,OK,NOK,44
731,2025-04-12,OK,OK,OK,15
732,2025-04-12,OK,OK,NOK,25
733,2025-04-12,NOK,OK,NOK,14
734,2025-04-12,OK,NOK,OK,33
735,2025-04-12,NOK,OK,NOK,9
736,2025-04-12,OK,OK,OK,3
737,2025-04-12,NOK,OK,OK,4
738,2025-04-12,OK,OK,OK,25
739,2025-04-12,NOK,NOK,NOK,47
740,2025-04-12,OK,NOK,NOK,39
741,2025-04-12,OK,NOK,OK,15
742,2025-04-12,NOK,OK,OK,25
743,2025-04-12,NOK,NOK,OK,8
744,2025-04-12,OK,NOK,NOK,9
745,2025-04-12,OK,OK,NOK,27
746,2025-04-12,NOK,OK,OK,38
747,2025-04-12,NOK,OK,OK,50
748,2025-04-12,OK,OK,OK,34
749,2025-04-12,OK,OK,NOK,7
750,2025-04-12,NOK,OK,NOK,43
751,2025-04-12,OK,OK,NOK,4
752,2025-04-12,NOK,OK,OK,24
753,2025-04-12,OK,NOK,NOK,9
754,2025-04-12,OK,NOK,OK,32
755,2025-04-12,NOK,NOK,NOK,35
756,2025-04-12,OK,OK,NOK,21
757,2025-04-12,NOK,NOK,OK,45
758,2025-04-12,OK,NOK,OK,46
759,2025-04-12,NOK,NOK,OK,10
760,2025-04-12,OK,NOK,NOK,49
761,2025-04-12,OK,NOK,OK,23
762,2025-04-12,OK,NOK,OK,34
763,2025-04-12,NOK,OK,OK,31
764,2025-04-12,OK,NOK,NOK,36
765,2025-04-12,OK,NOK,OK,35
766,2025-04-12,OK,OK,NOK,34
767,2025-04-12,NOK,NOK,OK,40
768,2025-04-12,NOK,NOK,OK,28
769,2025-04-12,NOK,OK,NOK,20
770,2025-04-12,NOK,NOK,NOK,39
771,2025-04-12,OK,OK,OK,50
772,2025-04-12,OK,NOK,NOK,49
773,2025-04-12,OK,NOK,OK,25
774,2025-04-12,NOK,OK,OK,50
775,2025-04-12,OK,OK,NOK,45
776,2025-04-12,OK,NOK,NOK,34
777,2025-04-12,OK,NOK,NOK,42
778,2025-04-12,NOK,NOK,OK,48
779,2025-04-12,NOK,OK,NOK,21
780,2025-04-12,NOK,OK,NOK,4
781,2025-04-12,NOK,NOK,NOK,42
782,2025-04-12,OK,NOK,OK,18
783,2025-04-12,NOK,NOK,NOK,33
784,2025-04-12,NOK,OK,OK,40
785,2025-04-12,NOK,NOK,NOK,48
786,2025-04-12,NOK,OK,NOK,50
787,2025-04-12,NOK,OK,NOK,49
788,2025-04-12,NOK,NOK,OK,33
789,2025-04-12,NOK,OK,NOK,28
790,2025-04-12,NOK,NOK,NOK,22
791,2025-04-12,NOK,OK,NOK,50
792,2025-04-12,NOK,NOK,NOK,26
793,2025-04-12,NOK,NOK,NOK,27
794,2025-04-12,OK,OK,NOK,19
795,2025-04-12,NOK,OK,OK,15
796,2025-04-12,OK,NOK,OK,30
797,2025-04-12,OK,OK,NOK,37
798,2025-04-12,OK,NOK,OK,29
799,2025-04-12,NOK,NOK,NOK,30
800,2025-04-12,NOK,OK,OK,25
801,2025-04-12,NOK,OK,OK,4
802,2025-04-12,OK,NOK,OK,5
803,2025-04-12,OK,OK,OK,16
804,2025-04-12,NOK,OK,NOK,31
805,2025-04-12,NOK,OK,OK,14
806,2025-04-12,NOK,OK,NOK,30
807,2025-04-12,NOK,NOK,NOK,45
808,2025-04-12,OK,NOK,OK,49
809,2025-04-12,OK,NOK,NOK,50
810,2025-04-12,NOK,NOK,NOK,27
811,2025-04-12,NOK,OK,NOK,15
812,2025-04-12,NOK,OK,NOK,29
813,2025-04-12,OK,OK,NOK,7
814,2025-04-12,OK,NOK,NOK,47
815,2025-04-12,NOK,NOK,OK,5
816,2025-04-12,NOK,NOK,OK,25
817,2025-04-12,NOK,NOK,NOK,30
818,2025-04-12,OK,OK,NOK,25
819,2025-04-12,NOK,NOK,OK,10
820,2025-04-12,NOK,NOK,NOK,20
821,2025-04-12,OK,OK,OK,43
822,2025-04-12,NOK,OK,NOK,8
823,2025-04-12,OK,NOK,OK,41
824,2025-04-12,OK,OK,OK,8
825,2025-04-12,OK,NOK,OK,5
826,2025-04-12,OK,OK,OK,33
827,2025-04-12,NOK,OK,OK,27
828,2025-04-12,NOK,OK,OK,3
829,2025-04-12,NOK,OK,NOK,5
830,2025-04-12,OK,OK,OK,44
831,2025-04-12,OK,NOK,OK,6
832,2025-04-12,NOK,NOK,NOK,5
833,2025-04-12,NOK,NOK,NOK,45
834,2025-04-12,OK,OK,NOK,12
835,2025-04-12,OK,OK,NOK,5
836,2025-04-12,OK,OK,OK,1
837,2025-04-12,OK,OK,OK,43
838,2025-04-12,NOK,NOK,OK,43
839,2025-04-12,OK,NOK,NOK,22
840,2025-04-12,NOK,NOK,NOK,16
841,2025-04-12,OK,OK,OK,9
842,2025-04-12,OK,NOK,NOK,11
843,2025-04-12,NOK,NOK,NOK,26
844,2025-04-12,NOK,NOK,OK,48
845,2025-04-12,OK,OK,OK,23
846,2025-04-12,NOK,OK,OK,41
847,2025-04-12,NOK,NOK,NOK,33
848,2025-04-12,OK,NOK,NOK,17
849,2025-04-12,OK,OK,NOK,26
850,2025-04-12,OK,OK,OK,12
851,2025-04-12,OK,OK,NOK,3
852,2025-04-12,NOK,NOK,NOK,19
853,2025-04-12,OK,OK,NOK,22
854,2025-04-12,NOK,NOK,OK,16
855,2025-04-12,NOK,OK,NOK,6
856,2025-04-12,NOK,OK,NOK,34
857,2025-04-12,NOK,OK,OK,13
858,2025-04-12,NOK,NOK,OK,43
859,2025-04-12,NOK,NOK,OK,27
860,2025-04-12,NOK,NOK,OK,22
861,2025-04-12,OK,OK,NOK,44
862,2025-04-12,NOK,NOK,OK,6
863,2025-04-12,NOK,NOK,OK,7
864,2025-04-12,NOK,OK,NOK,50
865,2025-04-12,OK,OK,NOK,47
866,2025-04-12,NOK,NOK,NOK,30
867,2025-04-12,OK,NOK,OK,3
868,2025-04-12,NOK,OK,OK,13
869,2025-04-12,OK,NOK,NOK,24
870,2025-04-12,OK,OK,OK,43
871,2025-04-12,NOK,OK,OK,33
872,2025-04-12,OK,OK,NOK,17
873,2025-04-12,OK,OK,NOK,11
874,2025-04-12,OK,NOK,NOK,39
875,2025-04-12,NOK,OK,NOK,13
876,2025-04-12,OK,NOK,OK,7
877,2025-04-12,OK,OK,NOK,36
878,2025-04-12,NOK,OK,OK,9
879,2025-04-12,NOK,NOK,NOK,8
880,2025-04-12,OK,NOK,NOK,5
881,2025-04-12,OK,OK,OK,23
882,2025-04-12,NOK,NOK,OK,6
883,2025-04-12,OK,OK,NOK,7
884,2025-04-12,NOK,NOK,NOK,20
885,2025-04-12,NOK,NOK,NOK,43
886,2025-04-12,NOK,OK,OK,30
887,2025-04-12,NOK,NOK,OK,18
888,2025-04-12,NOK,NOK,NOK,48
889,2025-04-12,OK,NOK,NOK,37
890,2025-04-12,OK,NOK,NOK,10
891,2025-04-12,NOK,OK,NOK,27
892,2025-04-12,NOK,NOK,OK,17
893,2025-04-12,OK,NOK,NOK,38
894,2025-04-12,OK,OK,NOK,45
895,2025-04-12,NOK,NOK,OK,36
896,2025-04-12,OK,OK,OK,41
897,2025-04-12,OK,NOK,OK,3
898,2025-04-12,OK,OK,NOK,17
899,2025-04-12,OK,NOK,NOK,50
900,2025-04-12,OK,NOK,OK,18
901,2025-04-12,NOK,OK,OK,36
902,2025-04-12,NOK,OK,NOK,14
903,2025-04-12,NOK,OK,NOK,37
904,2025-04-12,OK,NOK,OK,3
905,2025-04-12,NOK,NOK,NOK,9
906,2025-04-12,NOK,OK,NOK,34
907,2025-04-12,NOK,NOK,OK,40
908,2025-04-12,NOK,OK,OK,17
909,2025-04-12,NOK,NOK,NOK,26
910,2025-04-12,NOK,OK,NOK,28
911,2025-04-12,OK,OK,NOK,10
912,2025-04-12,NOK,OK,NOK,31
913,2025-04-12,OK,NOK,OK,23
914,2025-04-12,NOK,NOK,NOK,31
915,2025-04-12,OK,NOK,OK,4
916,2025-04-12,OK,OK,NOK,37
917,2025-04-12,OK,NOK,OK,14
918,2025-04-12,OK,NOK,NOK,32
919,2025-04-12,NOK,OK,OK,40
920,2025-04-12,OK,OK,NOK,30
921,2025-04-12,OK,NOK,OK,11
922,2025-04-12,OK,NOK,OK,17
923,2025-04-12,OK,NOK,NOK,18
924,2025-04-12,OK,OK,OK,22
925,2025-04-12,NOK,OK,NOK,16
926,2025-04-12,NOK,NOK,NOK,8
927,2025-04-12,OK,NOK,OK,30
928,2025-04-12,OK,OK,OK,34
929,2025-04-12,OK,NOK,OK,14
930,2025-04-12,NOK,OK,NOK,20
931,2025-04-12,OK,NOK,NOK,26
932,2025-04-12,NOK,OK,OK,23
933,2025-04-12,NOK,OK,NOK,44
934,2025-04-12,NOK,NOK,NOK,37
935,2025-04-12,OK,NOK,NOK,4
936,2025-04-12,NOK,NOK,OK,10
937,2025-04-12,OK,NOK,NOK,31
938,2025-04-12,OK,NOK,NOK,42
939,2025-04-12,OK,NOK,OK,4
940,2025-04-12,NOK,OK,NOK,10
941,2025-04-12,OK,OK,OK,19
942,2025-04-12,NOK,NOK,OK,28
943,2025-04-12,OK,OK,NOK,27
944,2025-04-12,NOK,OK,OK,19
945,2025-04-12,OK,OK,NOK,44
946,2025-04-12,NOK,OK,OK,44
947,2025-04-12,OK,NOK,NOK,49
948,2025-04-12,NOK,OK,NOK,36
949,2025-04-12,NOK,OK,NOK,8
950,2025-04-12,NOK,NOK,NOK,7
951,2025-04-12,NOK,NOK,NOK,38
952,2025-04-12,NOK,NOK,NOK,14
953,2025-04-12,OK,NOK,NOK,18
954,2025-04-12,OK,NOK,NOK,41
955,2025-04-12,NOK,OK,NOK,10
956,2025-04-12,OK,NOK,OK,7
957,2025-04-12,NOK,NOK,NOK,2
958,2025-04-12,NOK,OK,NOK,45
959,2025-04-12,OK,OK,NOK,31
960,2025-04-12,NOK,NOK,OK,46
961,2025-04-12,OK,OK,NOK,16
962,2025-04-12,NOK,NOK,NOK,24
963,2025-04-12,NOK,NOK,OK,29
964,2025-04-12,OK,OK,OK,21
965,2025-04-12,NOK,NOK,NOK,30
966,2025-04-12,OK,NOK,NOK,15
967,2025-04-12,OK,NOK,OK,34
968,2025-04-12,NOK,NOK,OK,40
969,2025-04-12,NOK,NOK,NOK,2
970,2025-04-12,OK,OK,OK,32
971,2025-04-12,OK,OK,OK,10
972,2025-04-12,OK,NOK,OK,35
973,2025-04-12,OK,NOK,OK,39
974,2025-04-12,NOK,NOK,OK,34
975,2025-04-12,NOK,OK,NOK,39
976,2025-04-12,OK,NOK,OK,45
977,2025-04-12,NOK,NOK,OK,43
978,2025-04-12,OK,OK,NOK,23
979,2025-04-12,OK,NOK,NOK,21
980,2025-04-12,OK,NOK,OK,23
981,2025-04-12,OK,NOK,NOK,47
982,2025-04-12,OK,NOK,OK,43
983,2025-04-12,OK,OK,OK,40
984,2025-04-12,OK,NOK,NOK,30
985,2025-04-12,NOK,OK,OK,7
986,2025-04-12,NOK,OK,OK,31
987,2025-04-12,OK,NOK,NOK,6
988,2025-04-12,OK,OK,OK,5
989,2025-04-12,OK,OK,OK,45
990,2025-04-12,OK,NOK,OK,21
991,2025-04-12,NOK,OK,OK,4
992,2025-04-12,OK,OK,OK,18
993,2025-04-12,OK,OK,OK,1
994,2025-04-12,NOK,OK,OK,12
995,2025-04-12,NOK,OK,OK,9
996,2025-04-12,NOK,OK,NOK,33
997,2025-04-12,OK,OK,NOK,36
998,2025-04-12,OK,NOK,OK,25
999,2025-04-12,OK,OK,OK,19
1000,2025-04-12,OK,OK,NOK,24
1001,2025-04-12,OK,OK,NOK,29
1002,2025-04-12,NOK,NOK,NOK,38
1003,2025-04-12,OK,NOK,NOK,48
1004,2025-04-12,OK,NOK,OK,36
1005,2025-04-12,OK,NOK,OK,3
1006,2025-04-12,OK,NOK,OK,13
1007,2025-04-12,NOK,NOK,NOK,14
1008,2025-04-12,NOK,OK,OK,2
1009,2025-04-12,NOK,OK,OK,6
1010,2025-04-12,NOK,NOK,OK,20
1011,2025-04-12,NOK,OK,NOK,25
1012,2025-04-12,NOK,NOK,NOK,48
1013,2025-04-12,NOK,OK,NOK,4
1014,2025-04-12,OK,NOK,NOK,43
1015,2025-04-12,NOK,OK,NOK,49
1016,2025-04-12,OK,NOK,NOK,50
1017,2025-04-12,NOK,OK,OK,50
1018,2025-04-12,NOK,NOK,NOK,40
1019,2025-04-12,NOK,OK,NOK,12
1020,2025-04-12,NOK,OK,OK,2
1021,2025-04-12,NOK,NOK,NOK,21
1022,2025-04-12,OK,NOK,NOK,38
1023,2025-04-12,OK,OK,NOK,24
1024,2025-04-12,NOK,NOK,OK,39
1025,2025-04-12,OK,OK,NOK,4
1026,2025-04-12,OK,NOK,OK,14
1027,2025-04-12,NOK,OK,OK,43
1028,2025-04-12,OK,OK,OK,38
1029,2025-04-12,NOK,OK,OK,29
1030,2025-04-12,NOK,NOK,OK,34
1031,2025-04-12,NOK,OK,NOK,25
1032,2025-04-12,OK,NOK,NOK,21
1033,2025-04-12,OK,NOK,OK,44
1034,2025-04-12,OK,NOK,OK,26
1035,2025-04-12,OK,OK,NOK,34
1036,2025-04-12,NOK,OK,OK,16
1037,2025-04-12,OK,NOK,NOK,9
1038,2025-04-12,NOK,NOK,OK,31
1039,2025-04-12,OK,OK,NOK,38
1040,2025-04-12,OK,NOK,OK,43
1041,2025-04-12,NOK,NOK,OK,27
1042,2025-04-12,NOK,NOK,OK,34
1043,2025-04-12,OK,OK,NOK,10
1044,2025-04-12,NOK,OK,NOK,26
1045,2025-04-12,OK,NOK,OK,41
1046,2025-04-12,NOK,NOK,NOK,32
1047,2025-04-12,OK,NOK,OK,6
1048,2025-04-12,OK,OK,NOK,37
1049,2025-04-12,OK,OK,NOK,4
1050,2025-04-12,OK,NOK,OK,36
1051,2025-04-12,OK,OK,NOK,15
1052,2025-04-12,NOK,NOK,NOK,11
1053,2025-04-12,NOK,OK,NOK,22
1054,2025-04-12,OK,OK,NOK,2
1055,2025-04-12,OK,NOK,OK,6
1056,2025-04-12,NOK,OK,NOK,40
1057,2025-04-12,NOK,OK,OK,21
1058,2025-04-12,NOK,NOK,NOK,48
1059,2025-04-12,OK,NOK,NOK,10
1060,2025-04-12,NOK,NOK,OK,34
1061,2025-04-12,OK,OK,OK,43
1062,2025-04-12,OK,OK,OK,10
1063,2025-04-12,OK,NOK,NOK,35
1064,2025-04-12,OK,OK,OK,39
1065,2025-04-12,OK,NOK,NOK,28
1066,2025-04-12,NOK,NOK,OK,17
1067,2025-04-12,NOK,NOK,NOK,6
1068,2025-04-12,OK,NOK,NOK,4
1069,2025-04-12,NOK,NOK,OK,8
1070,2025-04-12,OK,NOK,NOK,39
1071,2025-04-12,OK,NOK,OK,34
1072,2025-04-12,NOK,OK,OK,16
1073,2025-04-12,NOK,NOK,NOK,19
1074,2025-04-12,OK,NOK,OK,28
1075,2025-04-12,OK,NOK,NOK,44
1076,2025-04-12,OK,NOK,OK,45
1077,2025-04-12,OK,OK,NOK,1
1078,2025-04-12,NOK,NOK,NOK,27
1079,2025-04-12,NOK,OK,OK,40
1080,2025-04-12,OK,NOK,NOK,4
1081,2025-04-12,NOK,NOK,NOK,50
1082,2025-04-12,NOK,OK,OK,29
1083,2025-04-12,NOK,OK,OK,16
1084,2025-04-12,NOK,NOK,NOK,34
1085,2025-04-12,OK,NOK,OK,26
1086,2025-04-12,OK,OK,OK,7
1087,2025-04-12,NOK,NOK,NOK,18
1088,2025-04-12,OK,OK,NOK,2
1089,2025-04-12,NOK,NOK,OK,18
1090,2025-04-12,OK,NOK,NOK,45
1091,2025-04-12,OK,NOK,NOK,26
1092,2025-04-12,NOK,NOK,NOK,8
1093,2025-04-12,NOK,OK,OK,21
1094,2025-04-12,NOK,OK,NOK,19
1095,2025-04-12,NOK,NOK,OK,6
1096,2025-04-12,NOK,NOK,NOK,49
1097,2025-04-12,NOK,NOK,OK,49
1098,2025-04-12,OK,OK,NOK,20
1099,2025-04-12,OK,NOK,NOK,29
1100,2025-04-12,NOK,NOK,OK,7
1101,2025-04-12,NOK,NOK,OK,6
1102,2025-04-12,OK,OK,OK,39
1103,2025-04-12,OK,NOK,OK,32
1104,2025-04-12,OK,NOK,OK,15
1105,2025-04-12,OK,OK,NOK,4
1106,2025-04-12,OK,NOK,OK,48
1107,2025-04-12,NOK,NOK,OK,26
1108,2025-04-12,OK,OK,OK,2
1109,2025-04-12,OK,OK,OK,27
1110,2025-04-12,NOK,NOK,OK,31
1111,2025-04-12,NOK,NOK,OK,15
1112,2025-04-12,NOK,OK,NOK,6
1113,2025-04-12,NOK,NOK,OK,23
1114,2025-04-12,OK,OK,NOK,32
1115,2025-04-12,NOK,OK,OK,29
1116,2025-04-12,NOK,NOK,OK,9
1117,2025-04-12,OK,NOK,OK,9
1118,2025-04-12,NOK,OK,OK,43
1119,2025-04-12,OK,OK,OK,32
1120,2025-04-12,OK,NOK,NOK,36
1121,2025-04-12,OK,NOK,NOK,22
1122,2025-04-12,OK,OK,NOK,15
1123,2025-04-12,NOK,NOK,NOK,29
1124,2025-04-12,OK,OK,NOK,22
1125,2025-04-12,OK,OK,OK,48
1126,2025-04-12,OK,OK,OK,30
1127,2025-04-12,NOK,NOK,NOK,19
1128,2025-04-12,OK,OK,NOK,26
1129,2025-04-12,NOK,NOK,NOK,4
1130,2025-04-12,OK,OK,NOK,24
1131,2025-04-12,NOK,OK,OK,39
1132,2025-04-12,OK,NOK,OK,49
1133,2025-04-12,NOK,OK,NOK,50
1134,2025-04-12,OK,OK,NOK,33
1135,2025-04-12,OK,OK,OK,4
1136,2025-04-12,OK,NOK,NOK,46
1137,2025-04-12,NOK,OK,NOK,32
1138,2025-04-12,OK,NOK,NOK,26
1139,2025-04-12,OK,OK,NOK,43
1140,2025-04-12,OK,OK,NOK,22
1141,2025-04-12,NOK,NOK,NOK,29
1142,2025-04-12,NOK,OK,NOK,4
1143,2025-04-12,NOK,OK,OK,33
1144,2025-04-12,OK,NOK,NOK,41
1145,2025-04-12,NOK,OK,NOK,17
1146,2025-04-12,OK,NOK,NOK,47
1147,2025-04-12,NOK,OK,NOK,8
1148,2025-04-12,OK,NOK,NOK,48
1149,2025-04-12,NOK,OK,NOK,3
1150,2025-04-12,NOK,OK,OK,9
1151,2025-04-12,NOK,NOK,OK,2
1152,2025-04-12,NOK,NOK,OK,44
1153,2025-04-12,NOK,NOK,OK,12
1154,2025-04-12,OK,OK,OK,22
1155,2025-04-12,NOK,OK,OK,20
1156,2025-04-12,OK,NOK,OK,47
1157,2025-04-12,OK,OK,NOK,2
1158,2025-04-12,OK,OK,OK,30
1159,2025-04-12,NOK,OK,OK,38
1160,2025-04-12,NOK,OK,NOK,8
1161,2025-04-12,NOK,OK,OK,28
1162,2025-04-12,OK,OK,OK,4
1163,2025-04-12,OK,NOK,NOK,16
1164,2025-04-12,OK,NOK,OK,43
1165,2025-04-12,OK,OK,NOK,48
1166,2025-04-12,NOK,NOK,NOK,13
1167,2025-04-12,OK,NOK,OK,43
1168,2025-04-12,OK,OK,OK,46
1169,2025-04-12,OK,NOK,NOK,35
1170,2025-04-12,OK,NOK,OK,26
1171,2025-04-12,OK,OK,OK,41
1172,2025-04-12,OK,OK,OK,24
1173,2025-04-12,OK,NOK,NOK,41
1174,2025-04-12,NOK,NOK,OK,23
1175,2025-04-12,OK,OK,NOK,40
1176,2025-04-12,NOK,NOK,NOK,3
1177,2025-04-12,OK,OK,NOK,44
1178,2025-04-12,NOK,NOK,OK,10
1179,2025-04-12,NOK,OK,OK,34
1180,2025-04-12,OK,NOK,OK,23
1181,2025-04-12,OK,OK,NOK,40
1182,2025-04-12,NOK,OK,OK,18
1183,2025-04-12,OK,NOK,NOK,18
1184,2025-04-12,NOK,OK,NOK,5
1185,2025-04-12,OK,OK,NOK,24
1186,2025-04-12,OK,OK,NOK,32
1187,2025-04-12,NOK,NOK,NOK,35
1188,2025-04-12,NOK,OK,NOK,24
1189,2025-04-12,NOK,OK,OK,34
1190,2025-04-12,NOK,NOK,NOK,39
1191,2025-04-12,NOK,OK,OK,45
1192,2025-04-12,OK,NOK,OK,16
1193,2025-04-12,NOK,OK,NOK,39
1194,2025-04-12,NOK,OK,OK,20
1195,2025-04-12,OK,NOK,NOK,23
1196,2025-04-12,NOK,NOK,NOK,26
1197,2025-04-12,NOK,OK,NOK,31
1198,2025-04-12,OK,OK,OK,10
1199,2025-04-12,OK,NOK,OK,43
1200,2025-04-12,NOK,OK,OK,21
1201,2025-04-12,OK,OK,OK,12
1202,2025-04-12,NOK,NOK,NOK,34
1203,2025-04-12,NOK,NOK,OK,6
1204,2025-04-12,OK,NOK,NOK,22
1205,2025-04-12,NOK,OK,OK,32
1206,2025-04-12,OK,OK,OK,26
1207,2025-04-12,OK,NOK,NOK,13
1208,2025-04-12,NOK,OK,NOK,48
1209,2025-04-12,NOK,OK,OK,50
1210,2025-04-12,OK,OK,NOK,8
1211,2025-04-12,OK,NOK,OK,36
1212,2025-04-12,NOK,NOK,OK,7
1213,2025-04-12,NOK,NOK,NOK,32
1214,2025-04-12,OK,NOK,NOK,31
1215,2025-04-12,OK,OK,NOK,37
1216,2025-04-12,OK,NOK,OK,4
1217,2025-04-12,OK,OK,NOK,46
1218,2025-04-12,NOK,NOK,OK,9
1219,2025-04-12,NOK,NOK,OK,11
1220,2025-04-12,NOK,NOK,OK,21
1221,2025-04-12,OK,OK,OK,41
1222,2025-04-12,NOK,NOK,NOK,12
1223,2025-04-12,NOK,OK,NOK,22
1224,2025-04-12,NOK,OK,NOK,8
1225,2025-04-12,OK,NOK,NOK,39
1226,2025-04-12,OK,NOK,NOK,5
1227,2025-04-12,NOK,NOK,OK,4
1228,2025-04-12,OK,OK,NOK,5
1229,2025-04-12,NOK,OK,OK,5
1230,2025-04-12,NOK,OK,NOK,38
1231,2025-04-12,NOK,OK,OK,11
1232,2025-04-12,OK,NOK,OK,28
1233,2025-04-12,OK,NOK,NOK,3
1234,2025-04-12,NOK,OK,OK,13
1235,2025-04-12,NOK,NOK,OK,12
1236,2025-04-12,NOK,OK,OK,21
1237,2025-04-12,NOK,NOK,NOK,4
1238,2025-04-12,OK,OK,NOK,15
1239,2025-04-12,OK,OK,NOK,26
1240,2025-04-12,NOK,NOK,OK,3
1241,2025-04-12,NOK,OK,NOK,20
1242,2025-04-12,OK,NOK,NOK,47
1243,2025-04-12,OK,NOK,OK,21
1244,2025-04-12,OK,OK,NOK,26
1245,2025-04-12,OK,OK,NOK,26
1246,2025-04-12,NOK,NOK,NOK,48
1247,2025-04-12,OK,NOK,NOK,30
1248,2025-04-12,NOK,OK,NOK,4
1249,2025-04-12,OK,NOK,NOK,22
1250,2025-04-12,OK,NOK,NOK,43
1251,2025-04-12,NOK,OK,OK,17
1252,2025-04-12,OK,NOK,OK,49
1253,2025-04-12,NOK,NOK,OK,1
1254,2025-04-12,NOK,NOK,OK,14
1255,2025-04-12,OK,OK,OK,36
1256,2025-04-12,OK,NOK,OK,34
1257,2025-04-12,OK,NOK,OK,36
1258,2025-04-12,OK,NOK,OK,45
1259,2025-04-12,NOK,OK,OK,9
1260,2025-04-12,OK,OK,OK,30
1261,2025-04-12,OK,OK,NOK,36
1262,2025-04-12,NOK,OK,OK,30
1263,2025-04-12,OK,OK,OK,17
1264,2025-04-12,OK,OK,OK,29
1265,2025-04-12,NOK,NOK,OK,32
1266,2025-04-12,OK,OK,OK,1
1267,2025-04-12,OK,OK,NOK,39
1268,2025-04-12,NOK,OK,OK,30
1269,2025-04-12,OK,OK,NOK,35
1270,2025-04-12,NOK,NOK,NOK,10
1271,2025-04-12,OK,OK,OK,11
1272,2025-04-12,NOK,OK,OK,37
1273,2025-04-12,NOK,NOK,OK,11
1274,2025-04-12,OK,OK,OK,3
1275,2025-04-12,NOK,NOK,OK,8
1276,2025-04-12,OK,OK,OK,6
1277,2025-04-12,OK,NOK,OK,40
1278,2025-04-12,OK,OK,OK,2
1279,2025-04-12,NOK,OK,OK,37
1280,2025-04-12,NOK,NOK,OK,44
1281,2025-04-12,OK,OK,OK,7
1282,2025-04-12,NOK,OK,OK,41
