GrindingID,G_DatumTijdStart,G_DatumTijdEind,G_Machine,Capaciteit
719,2025-04-12 18:59:53.672624,2025-04-12 19:51:53.672624,Grinder B,581.7
720,2025-04-12 18:59:53.212175,2025-04-12 19:37:53.212175,Grinder A,765.01
721,2025-04-12 18:59:53.852515,2025-04-12 21:05:53.852515,Grinder A,778.04
722,2025-04-12 18:59:53.639783,2025-04-12 21:09:53.639783,Grinder B,512.54
723,2025-04-12 18:59:53.872330,2025-04-12 21:24:53.872330,Grinder C,500.39
724,2025-04-12 18:59:53.176707,2025-04-12 19:37:53.176707,Grinder C,662.96
725,2025-04-12 18:59:53.454230,2025-04-12 20:18:53.454230,Grinder C,368.17
726,2025-04-12 18:59:53.757170,2025-04-12 19:45:53.757170,Grinder C,756.15
727,2025-04-12 18:59:53.494577,2025-04-12 21:53:53.494577,Grinder B,650.46
728,2025-04-12 18:59:53.879080,2025-04-12 20:24:53.879080,Grinder C,469.55
729,2025-04-12 18:59:53.952473,2025-04-12 20:02:53.952473,Grinder B,792.83
730,2025-04-12 18:59:53.670443,2025-04-12 20:40:53.670443,Grinder A,311.64
731,2025-04-12 18:59:53.745941,2025-04-12 19:52:53.745941,Grinder C,474.65
732,2025-04-12 18:59:53.347154,2025-04-12 19:59:53.347154,Grinder A,528.29
733,2025-04-12 18:59:53.492773,2025-04-12 21:21:53.492773,Grinder A,716.32
734,2025-04-12 18:59:53.699855,2025-04-12 21:56:53.699855,Grinder B,372.16
735,2025-04-12 18:59:53.697280,2025-04-12 19:46:53.697280,Grinder C,721.1
736,2025-04-12 18:59:53.491154,2025-04-12 21:48:53.491154,Grinder A,380.98
737,2025-04-12 18:59:53.260744,2025-04-12 21:06:53.260744,Grinder C,469.84
738,2025-04-12 18:59:53.525449,2025-04-12 21:18:53.525449,Grinder C,340.01
739,2025-04-12 18:59:53.718916,2025-04-12 20:21:53.718916,Grinder A,459.4
740,2025-04-12 18:59:53.172317,2025-04-12 20:35:53.172317,Grinder B,503.92
741,2025-04-12 18:59:53.389800,2025-04-12 21:48:53.389800,Grinder A,324.71
742,2025-04-12 18:59:53.153710,2025-04-12 20:13:53.153710,Grinder C,386.53
743,2025-04-12 18:59:53.283325,2025-04-12 20:00:53.283325,Grinder A,457.09
744,2025-04-12 18:59:53.714685,2025-04-12 20:12:53.714685,Grinder A,647.84
745,2025-04-12 18:59:53.725468,2025-04-12 21:00:53.725468,Grinder B,404.02
746,2025-04-12 18:59:53.151542,2025-04-12 20:33:53.151542,Grinder C,713.04
747,2025-04-12 18:59:53.181345,2025-04-12 21:22:53.181345,Grinder A,678.33
748,2025-04-12 18:59:53.105013,2025-04-12 19:33:53.105013,Grinder C,579.14
749,2025-04-12 18:59:53.149828,2025-04-12 21:50:53.149828,Grinder C,711.42
750,2025-04-12 18:59:53.221661,2025-04-12 20:25:53.221661,Grinder A,607.07
751,2025-04-12 18:59:53.135591,2025-04-12 19:34:53.135591,Grinder C,439.3
752,2025-04-12 18:59:53.694144,2025-04-12 20:10:53.694144,Grinder A,511.29
753,2025-04-12 18:59:53.779358,2025-04-12 21:30:53.779358,Grinder A,322.06
754,2025-04-12 18:59:53.054402,2025-04-12 21:40:53.054402,Grinder C,494.73
755,2025-04-12 18:59:53.414770,2025-04-12 20:51:53.414770,Grinder C,652.6
756,2025-04-12 18:59:53.603387,2025-04-12 20:44:53.603387,Grinder A,558.37
757,2025-04-12 18:59:53.237887,2025-04-12 21:53:53.237887,Grinder C,710.44
758,2025-04-12 18:59:53.038503,2025-04-12 21:47:53.038503,Grinder A,316.77
759,2025-04-12 18:59:53.348286,2025-04-12 20:29:53.348286,Grinder B,523.52
760,2025-04-12 18:59:53.029639,2025-04-12 20:17:53.029639,Grinder C,501.87
761,2025-04-12 18:59:53.693381,2025-04-12 21:45:53.693381,Grinder B,402.64
762,2025-04-12 18:59:53.566330,2025-04-12 20:17:53.566330,Grinder A,605.51
763,2025-04-12 18:59:53.483278,2025-04-12 20:20:53.483278,Grinder A,639.36
764,2025-04-12 18:59:53.460180,2025-04-12 21:31:53.460180,Grinder A,640.33
765,2025-04-12 18:59:53.728872,2025-04-12 21:22:53.728872,Grinder A,631.02
766,2025-04-12 18:59:53.124613,2025-04-12 19:42:53.124613,Grinder B,599.53
767,2025-04-12 18:59:53.213037,2025-04-12 19:33:53.213037,Grinder A,375.81
768,2025-04-12 18:59:53.844477,2025-04-12 19:36:53.844477,Grinder B,541.88
769,2025-04-12 18:59:53.190369,2025-04-12 19:29:53.190369,Grinder A,525.19
770,2025-04-12 18:59:53.564435,2025-04-12 21:02:53.564435,Grinder B,369.46
771,2025-04-12 18:59:53.782317,2025-04-12 20:20:53.782317,Grinder C,321.22
772,2025-04-12 18:59:53.429886,2025-04-12 19:36:53.429886,Grinder B,752.36
773,2025-04-12 18:59:53.069292,2025-04-12 21:56:53.069292,Grinder C,641.33
774,2025-04-12 18:59:53.652617,2025-04-12 21:25:53.652617,Grinder A,381.29
775,2025-04-12 18:59:53.804106,2025-04-12 21:41:53.804106,Grinder A,392.96
776,2025-04-12 18:59:53.130663,2025-04-12 20:41:53.130663,Grinder B,646.86
777,2025-04-12 18:59:53.192160,2025-04-12 21:47:53.192160,Grinder C,478.31
778,2025-04-12 18:59:53.271689,2025-04-12 19:41:53.271689,Grinder C,522.22
779,2025-04-12 18:59:53.877063,2025-04-12 20:56:53.877063,Grinder C,328.78
780,2025-04-12 18:59:53.770524,2025-04-12 21:23:53.770524,Grinder B,749.46
781,2025-04-12 18:59:53.053052,2025-04-12 20:46:53.053052,Grinder A,314.45
782,2025-04-12 18:59:53.321613,2025-04-12 21:16:53.321613,Grinder B,767.16
783,2025-04-12 18:59:53.606219,2025-04-12 21:35:53.606219,Grinder C,499.83
784,2025-04-12 18:59:53.380910,2025-04-12 20:56:53.380910,Grinder C,545.46
785,2025-04-12 18:59:53.715062,2025-04-12 20:42:53.715062,Grinder A,397.59
786,2025-04-12 18:59:53.818432,2025-04-12 21:26:53.818432,Grinder C,335.75
787,2025-04-12 18:59:53.220556,2025-04-12 21:57:53.220556,Grinder A,577.67
788,2025-04-12 18:59:53.806017,2025-04-12 19:44:53.806017,Grinder B,552.77
789,2025-04-12 18:59:53.672358,2025-04-12 21:44:53.672358,Grinder C,733.53
790,2025-04-12 18:59:53.646988,2025-04-12 20:53:53.646988,Grinder B,678.03
791,2025-04-12 18:59:53.983562,2025-04-12 20:50:53.983562,Grinder A,593.75
792,2025-04-12 18:59:53.506158,2025-04-12 20:59:53.506158,Grinder C,779.03
793,2025-04-12 18:59:53.276217,2025-04-12 21:12:53.276217,Grinder B,792.05
794,2025-04-12 18:59:53.841495,2025-04-12 20:40:53.841495,Grinder A,466.81
795,2025-04-12 18:59:53.485277,2025-04-12 20:20:53.485277,Grinder C,745.57
796,2025-04-12 18:59:53.114719,2025-04-12 20:31:53.114719,Grinder A,730.23
797,2025-04-12 18:59:53.982081,2025-04-12 20:01:53.982081,Grinder C,675.78
798,2025-04-12 18:59:53.751690,2025-04-12 21:27:53.751690,Grinder A,526.92
799,2025-04-12 18:59:53.869360,2025-04-12 20:19:53.869360,Grinder A,420.03
800,2025-04-12 18:59:53.492839,2025-04-12 19:34:53.492839,Grinder C,622.5
801,2025-04-12 18:59:53.270059,2025-04-12 20:55:53.270059,Grinder B,706.78
802,2025-04-12 18:59:53.437441,2025-04-12 21:10:53.437441,Grinder B,553.88
803,2025-04-12 18:59:53.303504,2025-04-12 20:06:53.303504,Grinder B,495.92
804,2025-04-12 18:59:53.247275,2025-04-12 21:54:53.247275,Grinder C,387.23
805,2025-04-12 18:59:53.936882,2025-04-12 20:12:53.936882,Grinder A,772.91
806,2025-04-12 18:59:53.926910,2025-04-12 20:01:53.926910,Grinder B,370.82
807,2025-04-12 18:59:53.886689,2025-04-12 19:52:53.886689,Grinder A,402.56
808,2025-04-12 18:59:53.256597,2025-04-12 21:20:53.256597,Grinder A,768.78
809,2025-04-12 18:59:53.753962,2025-04-12 20:56:53.753962,Grinder C,582.61
810,2025-04-12 18:59:53.671535,2025-04-12 20:51:53.671535,Grinder B,678.85
811,2025-04-12 18:59:53.882987,2025-04-12 20:08:53.882987,Grinder A,445.09
812,2025-04-12 18:59:53.407034,2025-04-12 21:08:53.407034,Grinder B,683.78
813,2025-04-12 18:59:53.244666,2025-04-12 21:49:53.244666,Grinder C,569.98
814,2025-04-12 18:59:53.040536,2025-04-12 20:57:53.040536,Grinder A,710.53
815,2025-04-12 18:59:53.258881,2025-04-12 20:30:53.258881,Grinder B,579.63
816,2025-04-12 18:59:53.023732,2025-04-12 20:05:53.023732,Grinder C,403.92
817,2025-04-12 18:59:53.913164,2025-04-12 19:29:53.913164,Grinder B,713.93
818,2025-04-12 18:59:53.116691,2025-04-12 20:47:53.116691,Grinder C,709.85
819,2025-04-12 18:59:53.501772,2025-04-12 21:23:53.501772,Grinder C,710.86
820,2025-04-12 18:59:53.252173,2025-04-12 21:42:53.252173,Grinder B,465.67
821,2025-04-12 18:59:53.686594,2025-04-12 21:37:53.686594,Grinder A,382.85
822,2025-04-12 18:59:53.919864,2025-04-12 21:40:53.919864,Grinder A,724.75
823,2025-04-12 18:59:53.025961,2025-04-12 19:31:53.025961,Grinder B,444.26
824,2025-04-12 18:59:53.801548,2025-04-12 20:11:53.801548,Grinder C,595.64
825,2025-04-12 18:59:53.532328,2025-04-12 20:47:53.532328,Grinder C,691.91
826,2025-04-12 18:59:53.793710,2025-04-12 20:47:53.793710,Grinder A,586.08
827,2025-04-12 18:59:53.899724,2025-04-12 20:37:53.899724,Grinder B,621.46
828,2025-04-12 18:59:53.244020,2025-04-12 20:15:53.244020,Grinder A,774.97
829,2025-04-12 18:59:53.126333,2025-04-12 21:23:53.126333,Grinder C,751.59
830,2025-04-12 18:59:53.364174,2025-04-12 19:32:53.364174,Grinder C,486.8
831,2025-04-12 18:59:53.157300,2025-04-12 19:42:53.157300,Grinder B,565.17
832,2025-04-12 18:59:53.713478,2025-04-12 21:21:53.713478,Grinder B,488.87
833,2025-04-12 18:59:53.916704,2025-04-12 20:18:53.916704,Grinder B,411.51
834,2025-04-12 18:59:53.831832,2025-04-12 19:45:53.831832,Grinder A,657.07
835,2025-04-12 18:59:53.810218,2025-04-12 19:58:53.810218,Grinder A,433.02
836,2025-04-12 18:59:53.337107,2025-04-12 20:03:53.337107,Grinder B,463.11
837,2025-04-12 18:59:53.638417,2025-04-12 19:39:53.638417,Grinder A,655.11
838,2025-04-12 18:59:53.018549,2025-04-12 21:26:53.018549,Grinder A,790.4
839,2025-04-12 18:59:53.285069,2025-04-12 20:38:53.285069,Grinder A,347.69
840,2025-04-12 18:59:53.519016,2025-04-12 19:32:53.519016,Grinder B,513.79
841,2025-04-12 18:59:53.784083,2025-04-12 21:54:53.784083,Grinder C,509.44
842,2025-04-12 18:59:53.583600,2025-04-12 21:59:53.583600,Grinder C,341.25
843,2025-04-12 18:59:53.813349,2025-04-12 19:46:53.813349,Grinder B,510.12
844,2025-04-12 18:59:53.195774,2025-04-12 20:40:53.195774,Grinder C,588.39
845,2025-04-12 18:59:53.787400,2025-04-12 20:09:53.787400,Grinder A,498.89
846,2025-04-12 18:59:53.910007,2025-04-12 21:49:53.910007,Grinder C,553.98
847,2025-04-12 18:59:53.112788,2025-04-12 20:43:53.112788,Grinder C,583.3
848,2025-04-12 18:59:53.218862,2025-04-12 20:53:53.218862,Grinder A,306.1
849,2025-04-12 18:59:53.684606,2025-04-12 19:43:53.684606,Grinder B,746.39
850,2025-04-12 18:59:53.991947,2025-04-12 20:15:53.991947,Grinder B,626.32
851,2025-04-12 18:59:53.333850,2025-04-12 19:29:53.333850,Grinder B,346.08
852,2025-04-12 18:59:53.954156,2025-04-12 20:48:53.954156,Grinder C,794.55
853,2025-04-12 18:59:53.416654,2025-04-12 20:32:53.416654,Grinder B,533.0
854,2025-04-12 18:59:53.523360,2025-04-12 19:45:53.523360,Grinder C,702.65
855,2025-04-12 18:59:53.743990,2025-04-12 20:51:53.743990,Grinder A,778.14
856,2025-04-12 18:59:53.512966,2025-04-12 20:50:53.512966,Grinder A,552.27
857,2025-04-12 18:59:53.302317,2025-04-12 20:51:53.302317,Grinder A,443.96
858,2025-04-12 18:59:53.796761,2025-04-12 21:00:53.796761,Grinder B,359.75
859,2025-04-12 18:59:53.526817,2025-04-12 21:01:53.526817,Grinder C,517.54
860,2025-04-12 18:59:53.925189,2025-04-12 21:06:53.925189,Grinder B,701.27
861,2025-04-12 18:59:53.260145,2025-04-12 20:41:53.260145,Grinder B,332.12
862,2025-04-12 18:59:53.052187,2025-04-12 21:12:53.052187,Grinder B,343.54
863,2025-04-12 18:59:53.978468,2025-04-12 19:55:53.978468,Grinder C,711.17
864,2025-04-12 18:59:53.894108,2025-04-12 20:29:53.894108,Grinder B,450.43
865,2025-04-12 18:59:53.023474,2025-04-12 20:23:53.023474,Grinder C,304.18
866,2025-04-12 18:59:53.726858,2025-04-12 20:40:53.726858,Grinder B,698.66
867,2025-04-12 18:59:53.700839,2025-04-12 21:54:53.700839,Grinder B,571.17
868,2025-04-12 18:59:53.699810,2025-04-12 21:44:53.699810,Grinder C,445.59
869,2025-04-12 18:59:53.242755,2025-04-12 19:42:53.242755,Grinder C,703.06
870,2025-04-12 18:59:53.901029,2025-04-12 21:48:53.901029,Grinder B,517.22
871,2025-04-12 18:59:53.884050,2025-04-12 21:11:53.884050,Grinder B,341.48
872,2025-04-12 18:59:53.856048,2025-04-12 21:42:53.856048,Grinder A,699.48
873,2025-04-12 18:59:53.145390,2025-04-12 21:13:53.145390,Grinder A,757.84
874,2025-04-12 18:59:53.164257,2025-04-12 21:42:53.164257,Grinder A,741.19
875,2025-04-12 18:59:53.790713,2025-04-12 20:47:53.790713,Grinder A,393.88
876,2025-04-12 18:59:53.234301,2025-04-12 21:14:53.234301,Grinder B,437.11
877,2025-04-12 18:59:53.658216,2025-04-12 21:38:53.658216,Grinder C,429.16
878,2025-04-12 18:59:53.918097,2025-04-12 21:02:53.918097,Grinder A,498.76
879,2025-04-12 18:59:53.307186,2025-04-12 21:58:53.307186,Grinder C,318.97
880,2025-04-12 18:59:53.578441,2025-04-12 19:57:53.578441,Grinder B,656.92
881,2025-04-12 18:59:53.470600,2025-04-12 21:09:53.470600,Grinder C,451.87
882,2025-04-12 18:59:53.117086,2025-04-12 21:25:53.117086,Grinder A,706.77
883,2025-04-12 18:59:53.076912,2025-04-12 19:35:53.076912,Grinder C,460.88
884,2025-04-12 18:59:53.974983,2025-04-12 21:27:53.974983,Grinder B,588.88
885,2025-04-12 18:59:53.728162,2025-04-12 21:44:53.728162,Grinder B,585.12
886,2025-04-12 18:59:53.007950,2025-04-12 19:44:53.007950,Grinder A,357.24
887,2025-04-12 18:59:53.762353,2025-04-12 21:41:53.762353,Grinder A,520.36
888,2025-04-12 18:59:53.866466,2025-04-12 20:59:53.866466,Grinder C,487.68
889,2025-04-12 18:59:53.789891,2025-04-12 21:04:53.789891,Grinder C,797.3
890,2025-04-12 18:59:53.317238,2025-04-12 20:27:53.317238,Grinder B,634.82
891,2025-04-12 18:59:53.965773,2025-04-12 20:49:53.965773,Grinder B,534.7
892,2025-04-12 18:59:53.258248,2025-04-12 20:09:53.258248,Grinder B,751.11
893,2025-04-12 18:59:53.851109,2025-04-12 19:43:53.851109,Grinder A,687.47
894,2025-04-12 18:59:53.094051,2025-04-12 20:19:53.094051,Grinder B,385.09
895,2025-04-12 18:59:53.567757,2025-04-12 21:30:53.567757,Grinder C,365.73
896,2025-04-12 18:59:53.149980,2025-04-12 19:55:53.149980,Grinder A,537.4
897,2025-04-12 18:59:53.800725,2025-04-12 21:25:53.800725,Grinder B,386.56
898,2025-04-12 18:59:53.480577,2025-04-12 20:45:53.480577,Grinder A,398.82
899,2025-04-12 18:59:53.501775,2025-04-12 20:08:53.501775,Grinder C,495.92
900,2025-04-12 18:59:53.608068,2025-04-12 20:21:53.608068,Grinder B,675.92
901,2025-04-12 18:59:53.504228,2025-04-12 20:44:53.504228,Grinder A,663.59
902,2025-04-12 18:59:53.897494,2025-04-12 21:55:53.897494,Grinder C,367.53
903,2025-04-12 18:59:53.702501,2025-04-12 21:48:53.702501,Grinder C,300.24
904,2025-04-12 18:59:53.960265,2025-04-12 20:23:53.960265,Grinder C,458.18
905,2025-04-12 18:59:53.721605,2025-04-12 20:19:53.721605,Grinder B,462.31
906,2025-04-12 18:59:53.351805,2025-04-12 20:48:53.351805,Grinder C,307.62
907,2025-04-12 18:59:53.620812,2025-04-12 19:33:53.620812,Grinder A,436.19
908,2025-04-12 18:59:53.816453,2025-04-12 21:38:53.816453,Grinder B,599.67
909,2025-04-12 18:59:53.886218,2025-04-12 20:40:53.886218,Grinder A,582.08
910,2025-04-12 18:59:53.354021,2025-04-12 20:41:53.354021,Grinder A,741.88
911,2025-04-12 18:59:53.761683,2025-04-12 19:46:53.761683,Grinder A,612.22
912,2025-04-12 18:59:53.030114,2025-04-12 21:13:53.030114,Grinder C,725.77
913,2025-04-12 18:59:53.189911,2025-04-12 20:28:53.189911,Grinder C,372.58
914,2025-04-12 18:59:53.669787,2025-04-12 21:18:53.669787,Grinder B,387.24
915,2025-04-12 18:59:53.707961,2025-04-12 21:19:53.707961,Grinder A,636.37
916,2025-04-12 18:59:53.358971,2025-04-12 20:42:53.358971,Grinder C,318.0
917,2025-04-12 18:59:53.613940,2025-04-12 21:14:53.613940,Grinder C,449.07
918,2025-04-12 18:59:53.782007,2025-04-12 19:39:53.782007,Grinder B,415.01
919,2025-04-12 18:59:53.102996,2025-04-12 20:25:53.102996,Grinder C,547.35
920,2025-04-12 18:59:53.168472,2025-04-12 20:09:53.168472,Grinder A,368.07
921,2025-04-12 18:59:53.423116,2025-04-12 20:37:53.423116,Grinder B,433.18
922,2025-04-12 18:59:53.242252,2025-04-12 20:59:53.242252,Grinder C,469.31
923,2025-04-12 18:59:53.640312,2025-04-12 19:32:53.640312,Grinder C,544.55
924,2025-04-12 18:59:53.238855,2025-04-12 20:47:53.238855,Grinder A,382.79
925,2025-04-12 18:59:53.505606,2025-04-12 19:55:53.505606,Grinder C,757.36
926,2025-04-12 18:59:53.903776,2025-04-12 21:14:53.903776,Grinder A,753.12
927,2025-04-12 18:59:53.134001,2025-04-12 20:45:53.134001,Grinder C,385.09
928,2025-04-12 18:59:53.920450,2025-04-12 21:16:53.920450,Grinder C,404.67
929,2025-04-12 18:59:53.151275,2025-04-12 20:45:53.151275,Grinder A,515.82
930,2025-04-12 18:59:53.010168,2025-04-12 20:52:53.010168,Grinder B,776.98
931,2025-04-12 18:59:53.036006,2025-04-12 21:23:53.036006,Grinder C,481.41
932,2025-04-12 18:59:53.053966,2025-04-12 21:08:53.053966,Grinder B,551.65
933,2025-04-12 18:59:53.411092,2025-04-12 21:10:53.411092,Grinder A,726.83
934,2025-04-12 18:59:53.020387,2025-04-12 21:57:53.020387,Grinder C,735.92
935,2025-04-12 18:59:53.256383,2025-04-12 20:08:53.256383,Grinder B,414.55
936,2025-04-12 18:59:53.656596,2025-04-12 20:34:53.656596,Grinder A,419.14
937,2025-04-12 18:59:53.594123,2025-04-12 20:36:53.594123,Grinder C,706.77
938,2025-04-12 18:59:53.960727,2025-04-12 21:37:53.960727,Grinder A,350.97
939,2025-04-12 18:59:53.363909,2025-04-12 20:30:53.363909,Grinder B,338.47
940,2025-04-12 18:59:53.249477,2025-04-12 21:34:53.249477,Grinder C,720.43
941,2025-04-12 18:59:53.740940,2025-04-12 21:24:53.740940,Grinder A,495.07
942,2025-04-12 18:59:53.152269,2025-04-12 21:47:53.152269,Grinder B,522.89
943,2025-04-12 18:59:53.527163,2025-04-12 21:00:53.527163,Grinder C,692.89
944,2025-04-12 18:59:53.783838,2025-04-12 20:17:53.783838,Grinder B,440.62
945,2025-04-12 18:59:53.923516,2025-04-12 20:44:53.923516,Grinder A,707.13
946,2025-04-12 18:59:53.495187,2025-04-12 21:31:53.495187,Grinder B,779.35
947,2025-04-12 18:59:53.545848,2025-04-12 19:50:53.545848,Grinder B,568.07
948,2025-04-12 18:59:53.102629,2025-04-12 20:39:53.102629,Grinder C,406.01
949,2025-04-12 18:59:53.697930,2025-04-12 20:44:53.697930,Grinder B,421.94
950,2025-04-12 18:59:53.694607,2025-04-12 20:41:53.694607,Grinder B,366.63
951,2025-04-12 18:59:53.142719,2025-04-12 19:31:53.142719,Grinder B,549.51
952,2025-04-12 18:59:53.376138,2025-04-12 21:47:53.376138,Grinder B,389.69
953,2025-04-12 18:59:53.734429,2025-04-12 19:31:53.734429,Grinder B,747.29
954,2025-04-12 18:59:53.179628,2025-04-12 20:57:53.179628,Grinder A,452.65
955,2025-04-12 18:59:53.332690,2025-04-12 20:17:53.332690,Grinder A,638.46
956,2025-04-12 18:59:53.828804,2025-04-12 21:01:53.828804,Grinder B,408.71
957,2025-04-12 18:59:53.053743,2025-04-12 20:24:53.053743,Grinder B,478.3
958,2025-04-12 18:59:53.587930,2025-04-12 19:34:53.587930,Grinder B,645.13
959,2025-04-12 18:59:53.716718,2025-04-12 19:32:53.716718,Grinder C,460.92
960,2025-04-12 18:59:53.071619,2025-04-12 20:08:53.071619,Grinder C,361.33
961,2025-04-12 18:59:53.583108,2025-04-12 19:49:53.583108,Grinder C,785.45
962,2025-04-12 18:59:53.834294,2025-04-12 20:09:53.834294,Grinder C,572.96
963,2025-04-12 18:59:53.373920,2025-04-12 19:36:53.373920,Grinder B,396.32
964,2025-04-12 18:59:53.521797,2025-04-12 19:39:53.521797,Grinder A,798.46
965,2025-04-12 18:59:53.574095,2025-04-12 19:45:53.574095,Grinder A,395.37
966,2025-04-12 18:59:53.586210,2025-04-12 19:42:53.586210,Grinder A,520.21
967,2025-04-12 18:59:53.130017,2025-04-12 20:00:53.130017,Grinder B,383.3
968,2025-04-12 18:59:53.078399,2025-04-12 21:17:53.078399,Grinder B,627.55
969,2025-04-12 18:59:53.824333,2025-04-12 20:48:53.824333,Grinder A,440.57
970,2025-04-12 18:59:53.399846,2025-04-12 20:28:53.399846,Grinder C,579.93
971,2025-04-12 18:59:53.239030,2025-04-12 20:09:53.239030,Grinder C,774.2
972,2025-04-12 18:59:53.795644,2025-04-12 20:26:53.795644,Grinder C,487.87
973,2025-04-12 18:59:53.922790,2025-04-12 19:55:53.922790,Grinder B,633.91
974,2025-04-12 18:59:53.099994,2025-04-12 19:53:53.099994,Grinder A,718.09
975,2025-04-12 18:59:53.178643,2025-04-12 20:37:53.178643,Grinder B,388.03
976,2025-04-12 18:59:53.794680,2025-04-12 21:11:53.794680,Grinder A,556.04
977,2025-04-12 18:59:53.352946,2025-04-12 20:42:53.352946,Grinder C,540.49
978,2025-04-12 18:59:53.320447,2025-04-12 19:48:53.320447,Grinder B,311.07
979,2025-04-12 18:59:53.427147,2025-04-12 21:01:53.427147,Grinder C,637.42
980,2025-04-12 18:59:53.707355,2025-04-12 21:26:53.707355,Grinder C,469.82
981,2025-04-12 18:59:53.340814,2025-04-12 20:12:53.340814,Grinder A,701.6
982,2025-04-12 18:59:53.250604,2025-04-12 21:26:53.250604,Grinder A,516.18
983,2025-04-12 18:59:53.868119,2025-04-12 21:25:53.868119,Grinder C,514.94
984,2025-04-12 18:59:53.699346,2025-04-12 20:42:53.699346,Grinder B,361.34
985,2025-04-12 18:59:53.799452,2025-04-12 19:35:53.799452,Grinder B,547.87
986,2025-04-12 18:59:53.603663,2025-04-12 20:28:53.603663,Grinder A,430.89
987,2025-04-12 18:59:53.318531,2025-04-12 20:19:53.318531,Grinder A,779.82
988,2025-04-12 18:59:53.667248,2025-04-12 20:15:53.667248,Grinder A,321.75
989,2025-04-12 18:59:53.117894,2025-04-12 19:49:53.117894,Grinder B,566.82
990,2025-04-12 18:59:53.696088,2025-04-12 21:15:53.696088,Grinder C,300.93
991,2025-04-12 18:59:53.257950,2025-04-12 20:26:53.257950,Grinder B,626.76
992,2025-04-12 18:59:53.536465,2025-04-12 20:59:53.536465,Grinder A,582.71
993,2025-04-12 18:59:53.790426,2025-04-12 20:52:53.790426,Grinder A,725.3
994,2025-04-12 18:59:53.026132,2025-04-12 19:45:53.026132,Grinder B,638.08
995,2025-04-12 18:59:53.466360,2025-04-12 21:53:53.466360,Grinder A,595.83
996,2025-04-12 18:59:53.378796,2025-04-12 21:50:53.378796,Grinder B,543.95
997,2025-04-12 18:59:53.229236,2025-04-12 20:33:53.229236,Grinder B,641.65
998,2025-04-12 18:59:53.153706,2025-04-12 21:46:53.153706,Grinder B,660.45
999,2025-04-12 18:59:53.311896,2025-04-12 20:37:53.311896,Grinder B,696.06
1000,2025-04-12 18:59:53.359094,2025-04-12 19:34:53.359094,Grinder A,523.66
1001,2025-04-12 18:59:53.468598,2025-04-12 21:05:53.468598,Grinder A,670.55
1002,2025-04-12 18:59:53.500466,2025-04-12 20:38:53.500466,Grinder B,445.72
1003,2025-04-12 18:59:53.922417,2025-04-12 21:18:53.922417,Grinder C,774.35
1004,2025-04-12 18:59:53.484515,2025-04-12 21:05:53.484515,Grinder B,605.51
1005,2025-04-12 18:59:53.669731,2025-04-12 20:54:53.669731,Grinder A,522.29
1006,2025-04-12 18:59:53.071563,2025-04-12 21:52:53.071563,Grinder B,312.57
1007,2025-04-12 18:59:53.126405,2025-04-12 20:15:53.126405,Grinder C,554.66
1008,2025-04-12 18:59:53.181412,2025-04-12 21:43:53.181412,Grinder C,540.06
1009,2025-04-12 18:59:53.774050,2025-04-12 21:07:53.774050,Grinder A,470.82
1010,2025-04-12 18:59:53.460955,2025-04-12 21:02:53.460955,Grinder C,709.74
1011,2025-04-12 18:59:53.875439,2025-04-12 19:50:53.875439,Grinder B,709.99
1012,2025-04-12 18:59:53.616756,2025-04-12 19:41:53.616756,Grinder B,672.43
1013,2025-04-12 18:59:53.829856,2025-04-12 19:51:53.829856,Grinder A,784.47
1014,2025-04-12 18:59:53.870288,2025-04-12 20:16:53.870288,Grinder A,475.96
1015,2025-04-12 18:59:53.997033,2025-04-12 21:18:53.997033,Grinder B,557.0
1016,2025-04-12 18:59:53.953251,2025-04-12 21:09:53.953251,Grinder C,418.2
1017,2025-04-12 18:59:53.541456,2025-04-12 21:32:53.541456,Grinder B,607.1
1018,2025-04-12 18:59:53.051466,2025-04-12 20:33:53.051466,Grinder A,361.59
1019,2025-04-12 18:59:53.681304,2025-04-12 20:09:53.681304,Grinder A,461.03
1020,2025-04-12 18:59:53.626406,2025-04-12 21:40:53.626406,Grinder C,606.22
1021,2025-04-12 18:59:53.684721,2025-04-12 19:57:53.684721,Grinder C,683.6
1022,2025-04-12 18:59:53.663181,2025-04-12 19:46:53.663181,Grinder C,660.45
1023,2025-04-12 18:59:53.462790,2025-04-12 20:01:53.462790,Grinder C,554.45
1024,2025-04-12 18:59:53.836744,2025-04-12 19:46:53.836744,Grinder C,767.64
1025,2025-04-12 18:59:53.533738,2025-04-12 20:15:53.533738,Grinder C,740.2
1026,2025-04-12 18:59:53.252970,2025-04-12 20:31:53.252970,Grinder A,542.88
1027,2025-04-12 18:59:53.551445,2025-04-12 20:39:53.551445,Grinder B,711.72
1028,2025-04-12 18:59:53.077787,2025-04-12 20:47:53.077787,Grinder A,601.72
1029,2025-04-12 18:59:53.131831,2025-04-12 20:46:53.131831,Grinder A,382.4
1030,2025-04-12 18:59:53.961776,2025-04-12 21:08:53.961776,Grinder B,701.79
1031,2025-04-12 18:59:53.566658,2025-04-12 20:39:53.566658,Grinder A,563.9
1032,2025-04-12 18:59:53.646655,2025-04-12 20:15:53.646655,Grinder B,404.19
1033,2025-04-12 18:59:53.462157,2025-04-12 20:34:53.462157,Grinder B,364.62
1034,2025-04-12 18:59:53.104811,2025-04-12 21:36:53.104811,Grinder C,704.91
