PackagingID,P_DatumTijdStart,P_DatumTijdEind,P_Machine,AantalStuksInDoos,Capaciteit
660,2025-04-12 18:59:53.304044,2025-04-12 20:10:53.304044,Packer A,12,496.6
661,2025-04-12 18:59:53.677696,2025-04-12 20:41:53.677696,Packer B,10,539.4
662,2025-04-12 18:59:53.252717,2025-04-12 21:37:53.252717,Packer A,10,354.17
663,2025-04-12 18:59:53.332382,2025-04-12 20:47:53.332382,Packer B,12,331.02
664,2025-04-12 18:59:53.867626,2025-04-12 21:02:53.867626,Packer C,20,531.96
665,2025-04-12 18:59:53.739127,2025-04-12 21:54:53.739127,Packer C,12,421.14
666,2025-04-12 18:59:53.774674,2025-04-12 20:00:53.774674,Packer B,20,669.59
667,2025-04-12 18:59:53.365550,2025-04-12 20:48:53.365550,Packer C,12,499.28
668,2025-04-12 18:59:53.312823,2025-04-12 20:16:53.312823,Packer B,10,367.53
669,2025-04-12 18:59:53.727558,2025-04-12 20:26:53.727558,Packer B,20,759.77
670,2025-04-12 18:59:53.039359,2025-04-12 21:40:53.039359,Packer A,20,747.7
671,2025-04-12 18:59:53.197010,2025-04-12 21:20:53.197010,Packer A,10,684.23
672,2025-04-12 18:59:53.669679,2025-04-12 19:50:53.669679,Packer C,10,680.79
673,2025-04-12 18:59:53.235973,2025-04-12 21:07:53.235973,Packer B,20,675.21
674,2025-04-12 18:59:53.631088,2025-04-12 21:02:53.631088,Packer B,10,561.95
675,2025-04-12 18:59:53.635305,2025-04-12 21:18:53.635305,Packer C,12,716.48
676,2025-04-12 18:59:53.709942,2025-04-12 20:21:53.709942,Packer B,20,443.17
677,2025-04-12 18:59:53.713265,2025-04-12 21:48:53.713265,Packer B,20,581.4
678,2025-04-12 18:59:53.548762,2025-04-12 20:45:53.548762,Packer C,12,648.1
679,2025-04-12 18:59:53.232491,2025-04-12 19:41:53.232491,Packer B,20,528.84
680,2025-04-12 18:59:53.904490,2025-04-12 21:40:53.904490,Packer C,20,778.14
681,2025-04-12 18:59:53.334691,2025-04-12 19:55:53.334691,Packer C,20,361.93
682,2025-04-12 18:59:53.866400,2025-04-12 21:29:53.866400,Packer A,10,393.65
683,2025-04-12 18:59:53.653574,2025-04-12 20:20:53.653574,Packer B,10,660.38
684,2025-04-12 18:59:53.337010,2025-04-12 20:37:53.337010,Packer A,20,302.33
685,2025-04-12 18:59:53.330932,2025-04-12 21:44:53.330932,Packer C,20,550.77
686,2025-04-12 18:59:53.308190,2025-04-12 21:24:53.308190,Packer C,12,429.76
687,2025-04-12 18:59:53.406611,2025-04-12 21:45:53.406611,Packer A,10,355.38
688,2025-04-12 18:59:53.951924,2025-04-12 19:37:53.951924,Packer B,20,466.94
689,2025-04-12 18:59:53.355764,2025-04-12 21:53:53.355764,Packer B,12,383.72
690,2025-04-12 18:59:53.872677,2025-04-12 19:40:53.872677,Packer A,10,793.25
691,2025-04-12 18:59:53.281622,2025-04-12 20:18:53.281622,Packer A,12,435.3
692,2025-04-12 18:59:53.339395,2025-04-12 20:25:53.339395,Packer C,12,692.99
693,2025-04-12 18:59:53.865671,2025-04-12 20:50:53.865671,Packer A,20,315.38
694,2025-04-12 18:59:53.312960,2025-04-12 21:59:53.312960,Packer C,20,334.2
695,2025-04-12 18:59:53.454476,2025-04-12 20:46:53.454476,Packer A,12,654.15
696,2025-04-12 18:59:53.510392,2025-04-12 20:16:53.510392,Packer B,12,395.62
697,2025-04-12 18:59:53.300306,2025-04-12 19:31:53.300306,Packer A,10,748.99
698,2025-04-12 18:59:53.110569,2025-04-12 19:36:53.110569,Packer C,20,524.6
699,2025-04-12 18:59:53.803432,2025-04-12 20:02:53.803432,Packer A,10,676.77
700,2025-04-12 18:59:53.977238,2025-04-12 21:50:53.977238,Packer A,12,339.3
701,2025-04-12 18:59:53.388073,2025-04-12 21:09:53.388073,Packer A,10,319.85
702,2025-04-12 18:59:53.951452,2025-04-12 21:08:53.951452,Packer A,20,440.05
703,2025-04-12 18:59:53.064503,2025-04-12 19:53:53.064503,Packer C,10,585.9
704,2025-04-12 18:59:53.681069,2025-04-12 20:21:53.681069,Packer A,20,317.34
705,2025-04-12 18:59:53.534732,2025-04-12 20:50:53.534732,Packer C,10,521.95
706,2025-04-12 18:59:53.239708,2025-04-12 20:38:53.239708,Packer B,12,714.66
707,2025-04-12 18:59:53.023724,2025-04-12 21:42:53.023724,Packer A,10,778.17
708,2025-04-12 18:59:53.243470,2025-04-12 20:58:53.243470,Packer C,20,781.88
709,2025-04-12 18:59:53.553675,2025-04-12 19:51:53.553675,Packer C,12,723.3
710,2025-04-12 18:59:53.407277,2025-04-12 20:18:53.407277,Packer C,20,787.96
711,2025-04-12 18:59:53.761051,2025-04-12 20:41:53.761051,Packer C,12,475.81
712,2025-04-12 18:59:53.666377,2025-04-12 20:11:53.666377,Packer C,20,461.19
713,2025-04-12 18:59:53.486726,2025-04-12 21:22:53.486726,Packer C,20,451.38
714,2025-04-12 18:59:53.104754,2025-04-12 21:06:53.104754,Packer C,12,623.37
715,2025-04-12 18:59:53.752138,2025-04-12 20:18:53.752138,Packer C,20,589.15
716,2025-04-12 18:59:53.513811,2025-04-12 21:25:53.513811,Packer B,12,405.86
717,2025-04-12 18:59:53.776475,2025-04-12 20:33:53.776475,Packer B,12,427.19
718,2025-04-12 18:59:53.881505,2025-04-12 20:24:53.881505,Packer C,12,389.12
719,2025-04-12 18:59:53.796640,2025-04-12 21:46:53.796640,Packer C,10,744.23
720,2025-04-12 18:59:53.645065,2025-04-12 20:08:53.645065,Packer B,20,558.05
721,2025-04-12 18:59:53.706466,2025-04-12 21:14:53.706466,Packer B,20,642.41
722,2025-04-12 18:59:53.549660,2025-04-12 21:24:53.549660,Packer B,12,515.64
723,2025-04-12 18:59:53.055978,2025-04-12 19:58:53.055978,Packer A,20,669.87
724,2025-04-12 18:59:53.559666,2025-04-12 21:28:53.559666,Packer A,10,686.61
725,2025-04-12 18:59:53.641275,2025-04-12 19:39:53.641275,Packer C,10,494.68
726,2025-04-12 18:59:53.488842,2025-04-12 21:55:53.488842,Packer B,20,633.6
727,2025-04-12 18:59:53.817490,2025-04-12 19:34:53.817490,Packer A,12,332.43
728,2025-04-12 18:59:53.361162,2025-04-12 21:42:53.361162,Packer A,10,594.67
729,2025-04-12 18:59:53.343455,2025-04-12 20:41:53.343455,Packer C,20,606.33
730,2025-04-12 18:59:53.874616,2025-04-12 20:43:53.874616,Packer C,20,443.28
731,2025-04-12 18:59:53.143325,2025-04-12 20:36:53.143325,Packer B,10,391.37
732,2025-04-12 18:59:53.358471,2025-04-12 20:50:53.358471,Packer A,10,428.22
733,2025-04-12 18:59:53.674203,2025-04-12 21:10:53.674203,Packer A,20,368.21
734,2025-04-12 18:59:53.922418,2025-04-12 20:34:53.922418,Packer C,12,543.52
735,2025-04-12 18:59:53.794545,2025-04-12 20:01:53.794545,Packer B,10,733.19
736,2025-04-12 18:59:53.536274,2025-04-12 20:50:53.536274,Packer B,20,319.14
737,2025-04-12 18:59:53.383637,2025-04-12 21:12:53.383637,Packer A,20,301.87
738,2025-04-12 18:59:53.607807,2025-04-12 19:58:53.607807,Packer B,10,547.7
739,2025-04-12 18:59:53.200376,2025-04-12 20:01:53.200376,Packer C,10,766.93
740,2025-04-12 18:59:53.104654,2025-04-12 20:25:53.104654,Packer C,20,398.81
741,2025-04-12 18:59:53.706427,2025-04-12 21:51:53.706427,Packer B,10,685.78
742,2025-04-12 18:59:53.337005,2025-04-12 19:57:53.337005,Packer A,20,397.66
743,2025-04-12 18:59:53.343145,2025-04-12 20:11:53.343145,Packer C,10,774.77
744,2025-04-12 18:59:53.137949,2025-04-12 21:21:53.137949,Packer A,20,638.32
745,2025-04-12 18:59:53.201654,2025-04-12 20:41:53.201654,Packer B,10,443.24
746,2025-04-12 18:59:53.694695,2025-04-12 19:50:53.694695,Packer C,20,398.34
747,2025-04-12 18:59:53.483205,2025-04-12 21:29:53.483205,Packer B,12,317.78
748,2025-04-12 18:59:53.586247,2025-04-12 20:33:53.586247,Packer C,12,495.45
749,2025-04-12 18:59:53.126363,2025-04-12 21:28:53.126363,Packer C,20,728.28
750,2025-04-12 18:59:53.072298,2025-04-12 20:05:53.072298,Packer B,12,572.6
751,2025-04-12 18:59:53.256743,2025-04-12 21:53:53.256743,Packer B,20,383.5
752,2025-04-12 18:59:53.995858,2025-04-12 21:20:53.995858,Packer B,10,501.6
753,2025-04-12 18:59:53.989082,2025-04-12 20:41:53.989082,Packer B,10,721.24
754,2025-04-12 18:59:53.004136,2025-04-12 21:44:53.004136,Packer B,20,753.65
755,2025-04-12 18:59:53.770533,2025-04-12 20:02:53.770533,Packer B,20,775.25
756,2025-04-12 18:59:53.504700,2025-04-12 20:32:53.504700,Packer A,12,354.06
757,2025-04-12 18:59:53.127296,2025-04-12 21:49:53.127296,Packer A,12,640.86
758,2025-04-12 18:59:53.816691,2025-04-12 21:33:53.816691,Packer C,20,557.6
759,2025-04-12 18:59:53.826387,2025-04-12 21:24:53.826387,Packer C,12,656.29
760,2025-04-12 18:59:53.972899,2025-04-12 21:53:53.972899,Packer A,20,770.38
761,2025-04-12 18:59:53.018409,2025-04-12 21:46:53.018409,Packer B,12,435.51
762,2025-04-12 18:59:53.136293,2025-04-12 21:01:53.136293,Packer C,20,777.32
763,2025-04-12 18:59:53.192221,2025-04-12 21:57:53.192221,Packer B,20,550.46
764,2025-04-12 18:59:53.564676,2025-04-12 20:04:53.564676,Packer C,10,505.58
765,2025-04-12 18:59:53.822389,2025-04-12 20:50:53.822389,Packer B,20,676.32
766,2025-04-12 18:59:53.498401,2025-04-12 20:04:53.498401,Packer C,20,573.37
767,2025-04-12 18:59:53.065905,2025-04-12 20:58:53.065905,Packer A,12,544.11
768,2025-04-12 18:59:53.907772,2025-04-12 21:16:53.907772,Packer C,10,699.43
769,2025-04-12 18:59:53.572589,2025-04-12 21:28:53.572589,Packer C,10,526.82
770,2025-04-12 18:59:53.579543,2025-04-12 21:30:53.579543,Packer C,10,393.48
771,2025-04-12 18:59:53.834583,2025-04-12 21:21:53.834583,Packer A,12,763.98
772,2025-04-12 18:59:53.473016,2025-04-12 21:06:53.473016,Packer A,12,785.16
773,2025-04-12 18:59:53.000091,2025-04-12 20:21:53.000091,Packer A,10,607.28
774,2025-04-12 18:59:53.710911,2025-04-12 21:58:53.710911,Packer B,12,556.95
775,2025-04-12 18:59:53.458539,2025-04-12 19:36:53.458539,Packer B,20,628.83
776,2025-04-12 18:59:53.697475,2025-04-12 20:01:53.697475,Packer C,12,502.64
777,2025-04-12 18:59:53.158070,2025-04-12 20:40:53.158070,Packer A,12,715.23
778,2025-04-12 18:59:53.672991,2025-04-12 19:32:53.672991,Packer B,12,377.79
779,2025-04-12 18:59:53.438321,2025-04-12 20:46:53.438321,Packer C,20,355.62
780,2025-04-12 18:59:53.718127,2025-04-12 20:49:53.718127,Packer B,12,501.5
781,2025-04-12 18:59:53.155006,2025-04-12 21:21:53.155006,Packer B,12,370.18
782,2025-04-12 18:59:53.926440,2025-04-12 21:30:53.926440,Packer B,12,676.46
783,2025-04-12 18:59:53.944861,2025-04-12 19:47:53.944861,Packer A,20,333.91
784,2025-04-12 18:59:53.040300,2025-04-12 21:02:53.040300,Packer C,12,659.06
785,2025-04-12 18:59:53.089620,2025-04-12 21:50:53.089620,Packer A,20,728.69
786,2025-04-12 18:59:53.508862,2025-04-12 19:39:53.508862,Packer C,12,541.54
787,2025-04-12 18:59:53.164566,2025-04-12 21:57:53.164566,Packer B,20,432.25
788,2025-04-12 18:59:53.962640,2025-04-12 21:14:53.962640,Packer A,20,390.62
789,2025-04-12 18:59:53.228195,2025-04-12 20:40:53.228195,Packer C,12,530.84
790,2025-04-12 18:59:53.238823,2025-04-12 21:23:53.238823,Packer B,10,562.68
791,2025-04-12 18:59:53.677773,2025-04-12 20:43:53.677773,Packer C,20,727.61
792,2025-04-12 18:59:53.019447,2025-04-12 20:18:53.019447,Packer A,12,532.3
793,2025-04-12 18:59:53.961747,2025-04-12 20:53:53.961747,Packer A,10,442.17
794,2025-04-12 18:59:53.231276,2025-04-12 21:20:53.231276,Packer C,20,763.02
795,2025-04-12 18:59:53.448016,2025-04-12 19:46:53.448016,Packer B,12,601.42
796,2025-04-12 18:59:53.003412,2025-04-12 20:34:53.003412,Packer A,12,587.84
797,2025-04-12 18:59:53.310276,2025-04-12 21:54:53.310276,Packer B,12,539.87
798,2025-04-12 18:59:53.207881,2025-04-12 20:17:53.207881,Packer C,10,356.69
799,2025-04-12 18:59:53.505867,2025-04-12 21:40:53.505867,Packer B,10,303.07
800,2025-04-12 18:59:53.570741,2025-04-12 21:36:53.570741,Packer C,12,588.73
801,2025-04-12 18:59:53.224022,2025-04-12 21:38:53.224022,Packer C,12,470.27
802,2025-04-12 18:59:53.574685,2025-04-12 19:37:53.574685,Packer A,10,447.05
803,2025-04-12 18:59:53.382064,2025-04-12 21:00:53.382064,Packer C,10,514.51
804,2025-04-12 18:59:53.576853,2025-04-12 19:54:53.576853,Packer C,12,345.64
805,2025-04-12 18:59:53.809099,2025-04-12 20:00:53.809099,Packer A,20,460.89
806,2025-04-12 18:59:53.263563,2025-04-12 19:54:53.263563,Packer C,20,580.7
807,2025-04-12 18:59:53.918841,2025-04-12 21:06:53.918841,Packer A,20,398.3
808,2025-04-12 18:59:53.127261,2025-04-12 21:28:53.127261,Packer A,20,599.82
809,2025-04-12 18:59:53.280869,2025-04-12 19:34:53.280869,Packer C,20,323.88
810,2025-04-12 18:59:53.286809,2025-04-12 19:38:53.286809,Packer B,20,514.73
811,2025-04-12 18:59:53.427982,2025-04-12 21:50:53.427982,Packer C,20,468.65
812,2025-04-12 18:59:53.965878,2025-04-12 21:57:53.965878,Packer C,20,495.12
813,2025-04-12 18:59:53.720719,2025-04-12 21:43:53.720719,Packer A,20,344.81
814,2025-04-12 18:59:53.099702,2025-04-12 20:16:53.099702,Packer C,10,497.13
815,2025-04-12 18:59:53.610826,2025-04-12 20:23:53.610826,Packer C,10,426.81
816,2025-04-12 18:59:53.116507,2025-04-12 20:40:53.116507,Packer B,20,661.65
817,2025-04-12 18:59:53.246314,2025-04-12 20:39:53.246314,Packer B,12,608.04
818,2025-04-12 18:59:53.688557,2025-04-12 20:41:53.688557,Packer B,12,312.53
819,2025-04-12 18:59:53.053231,2025-04-12 21:09:53.053231,Packer C,20,322.7
820,2025-04-12 18:59:53.994642,2025-04-12 20:49:53.994642,Packer B,10,444.8
821,2025-04-12 18:59:53.572031,2025-04-12 20:44:53.572031,Packer A,10,502.66
822,2025-04-12 18:59:53.495265,2025-04-12 20:53:53.495265,Packer C,10,625.27
823,2025-04-12 18:59:53.799101,2025-04-12 21:45:53.799101,Packer B,20,424.26
824,2025-04-12 18:59:53.919860,2025-04-12 20:14:53.919860,Packer C,12,473.73
825,2025-04-12 18:59:53.665439,2025-04-12 21:11:53.665439,Packer A,12,304.09
826,2025-04-12 18:59:53.367599,2025-04-12 21:07:53.367599,Packer A,10,796.21
827,2025-04-12 18:59:53.336075,2025-04-12 21:53:53.336075,Packer B,10,536.76
828,2025-04-12 18:59:53.475102,2025-04-12 20:46:53.475102,Packer A,20,530.7
829,2025-04-12 18:59:53.432878,2025-04-12 20:13:53.432878,Packer B,12,570.27
830,2025-04-12 18:59:53.330110,2025-04-12 21:24:53.330110,Packer A,10,673.98
831,2025-04-12 18:59:53.517873,2025-04-12 21:03:53.517873,Packer B,10,528.41
832,2025-04-12 18:59:53.826255,2025-04-12 20:37:53.826255,Packer C,12,356.51
833,2025-04-12 18:59:53.129015,2025-04-12 21:23:53.129015,Packer B,20,791.05
834,2025-04-12 18:59:53.898709,2025-04-12 20:57:53.898709,Packer B,20,727.74
835,2025-04-12 18:59:53.497459,2025-04-12 19:48:53.497459,Packer C,10,655.09
836,2025-04-12 18:59:53.149772,2025-04-12 21:31:53.149772,Packer A,12,372.54
837,2025-04-12 18:59:53.696594,2025-04-12 19:39:53.696594,Packer A,10,531.04
838,2025-04-12 18:59:53.279850,2025-04-12 19:58:53.279850,Packer A,10,790.86
839,2025-04-12 18:59:53.658502,2025-04-12 21:31:53.658502,Packer C,10,778.34
840,2025-04-12 18:59:53.366298,2025-04-12 21:46:53.366298,Packer C,20,458.72
841,2025-04-12 18:59:53.463276,2025-04-12 20:05:53.463276,Packer C,12,481.41
842,2025-04-12 18:59:53.464207,2025-04-12 19:53:53.464207,Packer C,12,691.68
843,2025-04-12 18:59:53.316109,2025-04-12 20:31:53.316109,Packer B,10,386.37
844,2025-04-12 18:59:53.077819,2025-04-12 20:01:53.077819,Packer B,12,758.66
845,2025-04-12 18:59:53.153165,2025-04-12 21:21:53.153165,Packer B,10,490.33
846,2025-04-12 18:59:53.801695,2025-04-12 19:56:53.801695,Packer C,20,613.63
847,2025-04-12 18:59:53.453999,2025-04-12 21:59:53.453999,Packer B,12,566.19
848,2025-04-12 18:59:53.613625,2025-04-12 20:42:53.613625,Packer B,12,429.97
849,2025-04-12 18:59:53.853229,2025-04-12 21:22:53.853229,Packer C,10,357.14
850,2025-04-12 18:59:53.167420,2025-04-12 20:22:53.167420,Packer C,20,419.74
851,2025-04-12 18:59:53.856120,2025-04-12 20:07:53.856120,Packer C,10,696.41
852,2025-04-12 18:59:53.735734,2025-04-12 21:39:53.735734,Packer A,12,330.72
853,2025-04-12 18:59:53.325724,2025-04-12 20:51:53.325724,Packer C,20,636.62
854,2025-04-12 18:59:53.488183,2025-04-12 20:22:53.488183,Packer C,20,601.54
855,2025-04-12 18:59:53.419383,2025-04-12 20:47:53.419383,Packer A,12,642.3
856,2025-04-12 18:59:53.861291,2025-04-12 20:29:53.861291,Packer A,20,658.94
857,2025-04-12 18:59:53.160143,2025-04-12 20:10:53.160143,Packer A,20,321.95
858,2025-04-12 18:59:53.761725,2025-04-12 20:03:53.761725,Packer A,20,594.36
859,2025-04-12 18:59:53.987429,2025-04-12 19:33:53.987429,Packer C,10,333.07
860,2025-04-12 18:59:53.196115,2025-04-12 21:37:53.196115,Packer A,10,534.68
861,2025-04-12 18:59:53.973065,2025-04-12 19:58:53.973065,Packer C,10,799.36
862,2025-04-12 18:59:53.375703,2025-04-12 19:46:53.375703,Packer B,20,469.06
863,2025-04-12 18:59:53.053577,2025-04-12 21:46:53.053577,Packer B,20,643.99
864,2025-04-12 18:59:53.429621,2025-04-12 21:20:53.429621,Packer C,20,677.73
865,2025-04-12 18:59:53.855302,2025-04-12 21:33:53.855302,Packer A,12,684.26
866,2025-04-12 18:59:53.559057,2025-04-12 19:42:53.559057,Packer C,20,401.36
867,2025-04-12 18:59:53.127648,2025-04-12 21:22:53.127648,Packer A,12,794.91
868,2025-04-12 18:59:53.143361,2025-04-12 20:47:53.143361,Packer B,20,392.07
869,2025-04-12 18:59:53.141118,2025-04-12 21:25:53.141118,Packer A,20,469.76
870,2025-04-12 18:59:53.448366,2025-04-12 21:33:53.448366,Packer A,10,562.18
871,2025-04-12 18:59:53.656549,2025-04-12 21:26:53.656549,Packer B,12,524.62
872,2025-04-12 18:59:53.264433,2025-04-12 19:55:53.264433,Packer C,12,710.49
873,2025-04-12 18:59:53.448691,2025-04-12 20:19:53.448691,Packer B,12,414.16
874,2025-04-12 18:59:53.340387,2025-04-12 20:00:53.340387,Packer A,20,317.48
875,2025-04-12 18:59:53.665941,2025-04-12 21:53:53.665941,Packer A,10,757.84
876,2025-04-12 18:59:53.490505,2025-04-12 20:24:53.490505,Packer C,20,432.77
877,2025-04-12 18:59:53.693205,2025-04-12 21:15:53.693205,Packer B,10,435.59
878,2025-04-12 18:59:53.292413,2025-04-12 19:36:53.292413,Packer A,20,669.11
879,2025-04-12 18:59:53.380465,2025-04-12 21:46:53.380465,Packer A,20,624.2
880,2025-04-12 18:59:53.271460,2025-04-12 20:41:53.271460,Packer C,10,382.08
881,2025-04-12 18:59:53.087486,2025-04-12 19:38:53.087486,Packer C,20,504.04
882,2025-04-12 18:59:53.302395,2025-04-12 21:42:53.302395,Packer C,20,476.84
883,2025-04-12 18:59:53.108014,2025-04-12 19:38:53.108014,Packer B,20,774.18
884,2025-04-12 18:59:53.852263,2025-04-12 20:45:53.852263,Packer B,10,441.57
885,2025-04-12 18:59:53.972526,2025-04-12 19:51:53.972526,Packer C,20,686.12
886,2025-04-12 18:59:53.178757,2025-04-12 20:05:53.178757,Packer C,10,389.81
887,2025-04-12 18:59:53.020060,2025-04-12 20:14:53.020060,Packer B,10,507.72
888,2025-04-12 18:59:53.369533,2025-04-12 21:54:53.369533,Packer A,20,483.11
889,2025-04-12 18:59:53.273335,2025-04-12 21:30:53.273335,Packer B,10,589.22
890,2025-04-12 18:59:53.255086,2025-04-12 19:54:53.255086,Packer A,12,350.5
891,2025-04-12 18:59:53.554383,2025-04-12 20:06:53.554383,Packer B,12,688.19
892,2025-04-12 18:59:53.825220,2025-04-12 20:41:53.825220,Packer C,20,355.62
893,2025-04-12 18:59:53.124842,2025-04-12 19:40:53.124842,Packer B,12,471.03
894,2025-04-12 18:59:53.267524,2025-04-12 21:36:53.267524,Packer C,12,749.25
895,2025-04-12 18:59:53.109620,2025-04-12 19:54:53.109620,Packer B,10,319.95
896,2025-04-12 18:59:53.277483,2025-04-12 20:57:53.277483,Packer A,12,366.39
897,2025-04-12 18:59:53.992000,2025-04-12 20:12:53.992000,Packer B,12,597.07
898,2025-04-12 18:59:53.202876,2025-04-12 21:37:53.202876,Packer C,20,602.85
899,2025-04-12 18:59:53.253383,2025-04-12 21:57:53.253383,Packer C,10,426.78
900,2025-04-12 18:59:53.561091,2025-04-12 21:09:53.561091,Packer C,20,450.12
901,2025-04-12 18:59:53.401248,2025-04-12 21:01:53.401248,Packer B,20,654.64
902,2025-04-12 18:59:53.578049,2025-04-12 20:43:53.578049,Packer C,20,625.31
903,2025-04-12 18:59:53.341135,2025-04-12 20:23:53.341135,Packer A,20,536.49
904,2025-04-12 18:59:53.522603,2025-04-12 20:30:53.522603,Packer A,10,749.43
905,2025-04-12 18:59:53.888002,2025-04-12 19:58:53.888002,Packer C,12,569.82
906,2025-04-12 18:59:53.869019,2025-04-12 20:24:53.869019,Packer C,10,640.42
907,2025-04-12 18:59:53.545097,2025-04-12 20:23:53.545097,Packer C,10,540.24
908,2025-04-12 18:59:53.894296,2025-04-12 21:25:53.894296,Packer C,10,626.55
909,2025-04-12 18:59:53.571293,2025-04-12 21:52:53.571293,Packer C,12,787.83
910,2025-04-12 18:59:53.468221,2025-04-12 20:04:53.468221,Packer B,12,629.9
911,2025-04-12 18:59:53.480652,2025-04-12 20:33:53.480652,Packer A,12,765.02
912,2025-04-12 18:59:53.221374,2025-04-12 21:04:53.221374,Packer A,12,796.78
913,2025-04-12 18:59:53.966929,2025-04-12 20:08:53.966929,Packer A,10,708.71
914,2025-04-12 18:59:53.126535,2025-04-12 21:38:53.126535,Packer A,12,702.28
915,2025-04-12 18:59:53.559642,2025-04-12 20:47:53.559642,Packer C,12,532.17
916,2025-04-12 18:59:53.348415,2025-04-12 20:20:53.348415,Packer B,12,773.27
917,2025-04-12 18:59:53.302789,2025-04-12 20:48:53.302789,Packer A,12,675.34
918,2025-04-12 18:59:53.712550,2025-04-12 20:05:53.712550,Packer A,10,775.14
919,2025-04-12 18:59:53.281718,2025-04-12 21:18:53.281718,Packer C,10,425.79
920,2025-04-12 18:59:53.715231,2025-04-12 21:15:53.715231,Packer A,20,486.09
921,2025-04-12 18:59:53.292521,2025-04-12 21:04:53.292521,Packer C,12,592.54
922,2025-04-12 18:59:53.702358,2025-04-12 20:42:53.702358,Packer B,12,651.75
923,2025-04-12 18:59:53.830115,2025-04-12 21:32:53.830115,Packer C,20,671.47
924,2025-04-12 18:59:53.868310,2025-04-12 21:01:53.868310,Packer C,20,318.72
925,2025-04-12 18:59:53.734032,2025-04-12 20:05:53.734032,Packer C,12,515.65
926,2025-04-12 18:59:53.454876,2025-04-12 19:53:53.454876,Packer C,10,446.98
927,2025-04-12 18:59:53.142800,2025-04-12 19:35:53.142800,Packer A,12,698.54
928,2025-04-12 18:59:53.391732,2025-04-12 20:02:53.391732,Packer A,12,567.97
929,2025-04-12 18:59:53.415308,2025-04-12 21:02:53.415308,Packer A,20,403.65
930,2025-04-12 18:59:53.033598,2025-04-12 20:03:53.033598,Packer B,10,715.18
931,2025-04-12 18:59:53.343058,2025-04-12 21:21:53.343058,Packer B,10,430.39
932,2025-04-12 18:59:53.030524,2025-04-12 21:44:53.030524,Packer C,10,727.29
933,2025-04-12 18:59:53.801058,2025-04-12 19:44:53.801058,Packer C,12,721.3
934,2025-04-12 18:59:53.467083,2025-04-12 21:20:53.467083,Packer C,20,373.9
935,2025-04-12 18:59:53.796873,2025-04-12 21:45:53.796873,Packer B,10,718.4
936,2025-04-12 18:59:53.867357,2025-04-12 20:21:53.867357,Packer B,20,321.77
937,2025-04-12 18:59:53.643655,2025-04-12 21:44:53.643655,Packer B,12,592.1
938,2025-04-12 18:59:53.435224,2025-04-12 20:15:53.435224,Packer A,12,324.42
939,2025-04-12 18:59:53.720262,2025-04-12 21:12:53.720262,Packer C,10,318.95
940,2025-04-12 18:59:53.566095,2025-04-12 21:54:53.566095,Packer C,12,716.93
941,2025-04-12 18:59:53.709998,2025-04-12 19:41:53.709998,Packer B,20,460.32
942,2025-04-12 18:59:53.697025,2025-04-12 19:31:53.697025,Packer A,10,696.85
943,2025-04-12 18:59:53.549677,2025-04-12 20:06:53.549677,Packer A,20,770.55
944,2025-04-12 18:59:53.705989,2025-04-12 21:24:53.705989,Packer A,20,751.61
945,2025-04-12 18:59:53.163735,2025-04-12 21:05:53.163735,Packer C,10,458.11
946,2025-04-12 18:59:53.364611,2025-04-12 21:25:53.364611,Packer B,20,447.11
947,2025-04-12 18:59:53.183883,2025-04-12 19:48:53.183883,Packer A,20,716.81
948,2025-04-12 18:59:53.215036,2025-04-12 21:17:53.215036,Packer A,12,528.51
949,2025-04-12 18:59:53.034768,2025-04-12 21:32:53.034768,Packer B,10,553.08
950,2025-04-12 18:59:53.830029,2025-04-12 19:30:53.830029,Packer A,12,570.99
951,2025-04-12 18:59:53.041387,2025-04-12 19:56:53.041387,Packer C,20,687.75
952,2025-04-12 18:59:53.913351,2025-04-12 20:00:53.913351,Packer A,20,576.8
953,2025-04-12 18:59:53.973047,2025-04-12 20:06:53.973047,Packer A,10,693.58
954,2025-04-12 18:59:53.505660,2025-04-12 21:53:53.505660,Packer A,10,362.76
955,2025-04-12 18:59:53.357758,2025-04-12 19:51:53.357758,Packer B,12,341.85
956,2025-04-12 18:59:53.550860,2025-04-12 21:14:53.550860,Packer A,10,570.2
957,2025-04-12 18:59:53.429749,2025-04-12 20:14:53.429749,Packer B,12,384.0
958,2025-04-12 18:59:53.581157,2025-04-12 20:43:53.581157,Packer C,12,374.9
959,2025-04-12 18:59:53.735629,2025-04-12 21:17:53.735629,Packer A,12,531.46
960,2025-04-12 18:59:53.212800,2025-04-12 21:05:53.212800,Packer B,10,368.76
961,2025-04-12 18:59:53.677973,2025-04-12 19:40:53.677973,Packer A,20,477.37
962,2025-04-12 18:59:53.141109,2025-04-12 20:33:53.141109,Packer B,12,745.08
963,2025-04-12 18:59:53.127091,2025-04-12 21:34:53.127091,Packer A,10,617.74
964,2025-04-12 18:59:53.581749,2025-04-12 20:08:53.581749,Packer B,12,384.19
965,2025-04-12 18:59:53.012441,2025-04-12 20:37:53.012441,Packer B,12,370.17
966,2025-04-12 18:59:53.065524,2025-04-12 21:07:53.065524,Packer B,20,502.38
967,2025-04-12 18:59:53.018160,2025-04-12 20:29:53.018160,Packer B,10,440.49
968,2025-04-12 18:59:53.334460,2025-04-12 21:58:53.334460,Packer B,12,465.55
