FillingID,F_DatumTijdStart,F_DatumTijdEind,F_Machine,Capaciteit
816,2025-04-12 18:59:53.411112,2025-04-12 21:41:53.411112,Filler A,399.34
817,2025-04-12 18:59:53.190146,2025-04-12 20:14:53.190146,Filler C,377.32
818,2025-04-12 18:59:53.809316,2025-04-12 21:39:53.809316,Filler C,514.96
819,2025-04-12 18:59:53.403667,2025-04-12 20:49:53.403667,Filler A,317.15
820,2025-04-12 18:59:53.706728,2025-04-12 20:53:53.706728,Filler B,549.16
821,2025-04-12 18:59:53.903294,2025-04-12 20:41:53.903294,Filler B,693.21
822,2025-04-12 18:59:53.130230,2025-04-12 20:08:53.130230,Filler B,796.54
823,2025-04-12 18:59:53.300203,2025-04-12 21:23:53.300203,Filler B,428.87
824,2025-04-12 18:59:53.562852,2025-04-12 20:39:53.562852,Filler A,480.88
825,2025-04-12 18:59:53.666285,2025-04-12 20:12:53.666285,Filler B,581.59
826,2025-04-12 18:59:53.880416,2025-04-12 20:53:53.880416,Filler B,433.0
827,2025-04-12 18:59:53.911402,2025-04-12 20:42:53.911402,Filler C,356.22
828,2025-04-12 18:59:53.175027,2025-04-12 21:03:53.175027,Filler B,446.99
829,2025-04-12 18:59:53.278959,2025-04-12 19:48:53.278959,Filler A,445.68
830,2025-04-12 18:59:53.561006,2025-04-12 21:13:53.561006,Filler C,335.17
831,2025-04-12 18:59:53.712600,2025-04-12 20:02:53.712600,Filler A,325.44
832,2025-04-12 18:59:53.210729,2025-04-12 21:44:53.210729,Filler B,301.88
833,2025-04-12 18:59:53.399446,2025-04-12 20:15:53.399446,Filler B,729.97
834,2025-04-12 18:59:53.972278,2025-04-12 21:31:53.972278,Filler B,464.58
835,2025-04-12 18:59:53.901251,2025-04-12 21:47:53.901251,Filler B,690.27
836,2025-04-12 18:59:53.307935,2025-04-12 20:44:53.307935,Filler C,763.5
837,2025-04-12 18:59:53.726542,2025-04-12 19:29:53.726542,Filler B,334.21
838,2025-04-12 18:59:53.073817,2025-04-12 21:26:53.073817,Filler A,370.19
839,2025-04-12 18:59:53.539014,2025-04-12 21:13:53.539014,Filler A,526.99
840,2025-04-12 18:59:53.954039,2025-04-12 20:19:53.954039,Filler C,436.81
841,2025-04-12 18:59:53.269169,2025-04-12 20:40:53.269169,Filler B,490.55
842,2025-04-12 18:59:53.533837,2025-04-12 21:51:53.533837,Filler A,409.19
843,2025-04-12 18:59:53.031643,2025-04-12 21:15:53.031643,Filler A,673.26
844,2025-04-12 18:59:53.903607,2025-04-12 19:38:53.903607,Filler A,781.44
845,2025-04-12 18:59:53.155347,2025-04-12 19:44:53.155347,Filler B,612.79
846,2025-04-12 18:59:53.483003,2025-04-12 21:32:53.483003,Filler C,708.52
847,2025-04-12 18:59:53.189967,2025-04-12 21:11:53.189967,Filler A,681.59
848,2025-04-12 18:59:53.880559,2025-04-12 20:09:53.880559,Filler C,659.78
849,2025-04-12 18:59:53.084395,2025-04-12 21:52:53.084395,Filler C,442.17
850,2025-04-12 18:59:53.664279,2025-04-12 20:18:53.664279,Filler B,795.32
851,2025-04-12 18:59:53.566433,2025-04-12 20:02:53.566433,Filler B,749.84
852,2025-04-12 18:59:53.828543,2025-04-12 21:31:53.828543,Filler B,336.62
853,2025-04-12 18:59:53.838250,2025-04-12 20:58:53.838250,Filler A,343.98
854,2025-04-12 18:59:53.239625,2025-04-12 20:03:53.239625,Filler C,564.85
855,2025-04-12 18:59:53.588552,2025-04-12 20:07:53.588552,Filler A,518.5
856,2025-04-12 18:59:53.959992,2025-04-12 20:51:53.959992,Filler A,753.55
857,2025-04-12 18:59:53.165722,2025-04-12 20:13:53.165722,Filler A,515.07
858,2025-04-12 18:59:53.827621,2025-04-12 21:35:53.827621,Filler A,431.6
859,2025-04-12 18:59:53.298868,2025-04-12 21:21:53.298868,Filler B,560.02
860,2025-04-12 18:59:53.829284,2025-04-12 19:45:53.829284,Filler A,340.19
861,2025-04-12 18:59:53.639712,2025-04-12 20:43:53.639712,Filler A,432.88
862,2025-04-12 18:59:53.912156,2025-04-12 20:13:53.912156,Filler B,529.65
863,2025-04-12 18:59:53.598686,2025-04-12 20:10:53.598686,Filler B,409.27
864,2025-04-12 18:59:53.758013,2025-04-12 20:19:53.758013,Filler B,608.06
865,2025-04-12 18:59:53.791467,2025-04-12 21:17:53.791467,Filler C,452.54
866,2025-04-12 18:59:53.368279,2025-04-12 19:54:53.368279,Filler A,635.6
867,2025-04-12 18:59:53.848390,2025-04-12 21:09:53.848390,Filler A,766.47
868,2025-04-12 18:59:53.535239,2025-04-12 21:22:53.535239,Filler B,374.26
869,2025-04-12 18:59:53.117544,2025-04-12 19:46:53.117544,Filler A,395.8
870,2025-04-12 18:59:53.751072,2025-04-12 20:42:53.751072,Filler A,395.8
871,2025-04-12 18:59:53.709231,2025-04-12 19:54:53.709231,Filler C,781.34
872,2025-04-12 18:59:53.793337,2025-04-12 20:11:53.793337,Filler C,408.85
873,2025-04-12 18:59:53.326325,2025-04-12 20:21:53.326325,Filler B,491.07
874,2025-04-12 18:59:53.134362,2025-04-12 19:38:53.134362,Filler A,750.72
875,2025-04-12 18:59:53.221621,2025-04-12 20:19:53.221621,Filler A,763.4
876,2025-04-12 18:59:53.354325,2025-04-12 20:38:53.354325,Filler A,583.75
877,2025-04-12 18:59:53.243470,2025-04-12 19:33:53.243470,Filler B,338.78
878,2025-04-12 18:59:53.209300,2025-04-12 19:31:53.209300,Filler C,644.76
879,2025-04-12 18:59:53.890660,2025-04-12 19:33:53.890660,Filler B,370.84
880,2025-04-12 18:59:53.642208,2025-04-12 20:32:53.642208,Filler B,632.46
881,2025-04-12 18:59:53.958678,2025-04-12 20:02:53.958678,Filler B,796.89
882,2025-04-12 18:59:53.433758,2025-04-12 21:55:53.433758,Filler C,516.13
883,2025-04-12 18:59:53.218573,2025-04-12 20:58:53.218573,Filler A,625.44
884,2025-04-12 18:59:53.376636,2025-04-12 20:37:53.376636,Filler A,736.38
885,2025-04-12 18:59:53.950272,2025-04-12 19:41:53.950272,Filler A,600.8
886,2025-04-12 18:59:53.342487,2025-04-12 21:10:53.342487,Filler C,668.61
887,2025-04-12 18:59:53.848323,2025-04-12 21:07:53.848323,Filler A,482.19
888,2025-04-12 18:59:53.318265,2025-04-12 21:43:53.318265,Filler B,650.68
889,2025-04-12 18:59:53.330017,2025-04-12 19:37:53.330017,Filler C,593.25
890,2025-04-12 18:59:53.021524,2025-04-12 20:04:53.021524,Filler C,752.39
891,2025-04-12 18:59:53.263870,2025-04-12 20:02:53.263870,Filler B,395.95
892,2025-04-12 18:59:53.464463,2025-04-12 20:57:53.464463,Filler B,525.25
893,2025-04-12 18:59:53.274165,2025-04-12 20:41:53.274165,Filler A,367.0
894,2025-04-12 18:59:53.039574,2025-04-12 20:12:53.039574,Filler A,441.09
895,2025-04-12 18:59:53.765496,2025-04-12 19:31:53.765496,Filler B,708.74
896,2025-04-12 18:59:53.252815,2025-04-12 20:35:53.252815,Filler C,792.62
897,2025-04-12 18:59:53.052072,2025-04-12 21:49:53.052072,Filler C,451.02
898,2025-04-12 18:59:53.223070,2025-04-12 20:49:53.223070,Filler B,368.15
899,2025-04-12 18:59:53.544424,2025-04-12 19:31:53.544424,Filler B,476.87
900,2025-04-12 18:59:53.507445,2025-04-12 19:53:53.507445,Filler A,391.32
901,2025-04-12 18:59:53.715710,2025-04-12 20:38:53.715710,Filler B,439.87
902,2025-04-12 18:59:53.428542,2025-04-12 21:14:53.428542,Filler A,425.32
903,2025-04-12 18:59:53.165687,2025-04-12 19:43:53.165687,Filler A,382.16
904,2025-04-12 18:59:53.547886,2025-04-12 21:25:53.547886,Filler B,492.55
905,2025-04-12 18:59:53.933383,2025-04-12 19:48:53.933383,Filler C,399.77
906,2025-04-12 18:59:53.732357,2025-04-12 21:33:53.732357,Filler C,325.61
907,2025-04-12 18:59:53.830808,2025-04-12 20:51:53.830808,Filler A,377.31
908,2025-04-12 18:59:53.750753,2025-04-12 19:50:53.750753,Filler A,488.45
909,2025-04-12 18:59:53.226154,2025-04-12 20:14:53.226154,Filler B,627.08
910,2025-04-12 18:59:53.098329,2025-04-12 19:56:53.098329,Filler C,597.95
911,2025-04-12 18:59:53.331752,2025-04-12 20:13:53.331752,Filler C,562.71
912,2025-04-12 18:59:53.666966,2025-04-12 21:06:53.666966,Filler C,558.76
913,2025-04-12 18:59:53.764127,2025-04-12 19:31:53.764127,Filler B,733.51
914,2025-04-12 18:59:53.419116,2025-04-12 19:56:53.419116,Filler C,689.33
915,2025-04-12 18:59:53.387597,2025-04-12 19:52:53.387597,Filler C,384.48
916,2025-04-12 18:59:53.931833,2025-04-12 19:41:53.931833,Filler A,649.96
917,2025-04-12 18:59:53.771565,2025-04-12 20:18:53.771565,Filler A,669.34
918,2025-04-12 18:59:53.642310,2025-04-12 21:12:53.642310,Filler C,614.91
919,2025-04-12 18:59:53.235315,2025-04-12 20:36:53.235315,Filler A,530.25
920,2025-04-12 18:59:53.710089,2025-04-12 21:04:53.710089,Filler C,713.33
921,2025-04-12 18:59:53.093786,2025-04-12 20:50:53.093786,Filler A,668.48
922,2025-04-12 18:59:53.020206,2025-04-12 21:06:53.020206,Filler B,643.89
923,2025-04-12 18:59:53.329749,2025-04-12 21:15:53.329749,Filler A,649.13
924,2025-04-12 18:59:53.765600,2025-04-12 21:32:53.765600,Filler A,411.9
925,2025-04-12 18:59:53.959753,2025-04-12 19:56:53.959753,Filler B,371.86
926,2025-04-12 18:59:53.295963,2025-04-12 21:19:53.295963,Filler B,699.49
927,2025-04-12 18:59:53.531434,2025-04-12 20:45:53.531434,Filler C,356.64
928,2025-04-12 18:59:53.817340,2025-04-12 21:25:53.817340,Filler C,334.7
929,2025-04-12 18:59:53.500333,2025-04-12 20:53:53.500333,Filler C,710.15
930,2025-04-12 18:59:53.735558,2025-04-12 20:42:53.735558,Filler C,423.17
931,2025-04-12 18:59:53.336824,2025-04-12 20:04:53.336824,Filler B,551.75
932,2025-04-12 18:59:53.041066,2025-04-12 21:24:53.041066,Filler B,482.71
933,2025-04-12 18:59:53.298932,2025-04-12 20:15:53.298932,Filler A,687.28
934,2025-04-12 18:59:53.228683,2025-04-12 21:49:53.228683,Filler A,424.33
935,2025-04-12 18:59:53.631811,2025-04-12 21:27:53.631811,Filler B,696.04
936,2025-04-12 18:59:53.621182,2025-04-12 20:03:53.621182,Filler C,727.17
937,2025-04-12 18:59:53.537739,2025-04-12 21:35:53.537739,Filler A,712.6
938,2025-04-12 18:59:53.319975,2025-04-12 19:59:53.319975,Filler C,677.62
939,2025-04-12 18:59:53.354481,2025-04-12 20:15:53.354481,Filler A,532.08
940,2025-04-12 18:59:53.120414,2025-04-12 20:01:53.120414,Filler B,786.16
941,2025-04-12 18:59:53.992609,2025-04-12 20:50:53.992609,Filler B,696.17
942,2025-04-12 18:59:53.259958,2025-04-12 21:29:53.259958,Filler C,652.44
943,2025-04-12 18:59:53.772276,2025-04-12 21:40:53.772276,Filler A,781.57
944,2025-04-12 18:59:53.076696,2025-04-12 21:15:53.076696,Filler A,401.25
945,2025-04-12 18:59:53.133345,2025-04-12 20:23:53.133345,Filler B,559.69
946,2025-04-12 18:59:53.873178,2025-04-12 20:48:53.873178,Filler B,711.05
947,2025-04-12 18:59:53.645121,2025-04-12 19:48:53.645121,Filler C,541.82
948,2025-04-12 18:59:53.364139,2025-04-12 21:35:53.364139,Filler B,390.93
949,2025-04-12 18:59:53.266964,2025-04-12 19:37:53.266964,Filler C,749.48
950,2025-04-12 18:59:53.519767,2025-04-12 21:37:53.519767,Filler C,391.75
951,2025-04-12 18:59:53.878386,2025-04-12 21:38:53.878386,Filler C,306.59
952,2025-04-12 18:59:53.253190,2025-04-12 21:59:53.253190,Filler C,791.06
953,2025-04-12 18:59:53.237815,2025-04-12 20:43:53.237815,Filler C,345.47
954,2025-04-12 18:59:53.527155,2025-04-12 21:21:53.527155,Filler B,472.61
955,2025-04-12 18:59:53.752702,2025-04-12 21:37:53.752702,Filler C,748.22
956,2025-04-12 18:59:53.568864,2025-04-12 21:56:53.568864,Filler C,441.47
957,2025-04-12 18:59:53.787833,2025-04-12 20:20:53.787833,Filler C,378.26
958,2025-04-12 18:59:53.257914,2025-04-12 20:43:53.257914,Filler C,376.47
959,2025-04-12 18:59:53.603838,2025-04-12 20:53:53.603838,Filler C,563.97
960,2025-04-12 18:59:53.962343,2025-04-12 21:46:53.962343,Filler B,626.38
961,2025-04-12 18:59:53.680407,2025-04-12 19:50:53.680407,Filler C,519.78
962,2025-04-12 18:59:53.051706,2025-04-12 20:15:53.051706,Filler B,702.52
963,2025-04-12 18:59:53.966738,2025-04-12 20:01:53.966738,Filler C,302.22
964,2025-04-12 18:59:53.543412,2025-04-12 19:44:53.543412,Filler A,662.67
965,2025-04-12 18:59:53.753829,2025-04-12 20:02:53.753829,Filler B,317.4
966,2025-04-12 18:59:53.141123,2025-04-12 20:20:53.141123,Filler C,557.48
967,2025-04-12 18:59:53.283012,2025-04-12 20:29:53.283012,Filler B,461.73
968,2025-04-12 18:59:53.456199,2025-04-12 21:48:53.456199,Filler A,752.82
969,2025-04-12 18:59:53.528080,2025-04-12 20:06:53.528080,Filler C,686.69
970,2025-04-12 18:59:53.582264,2025-04-12 19:34:53.582264,Filler A,489.27
971,2025-04-12 18:59:53.648609,2025-04-12 20:55:53.648609,Filler A,407.07
972,2025-04-12 18:59:53.111962,2025-04-12 19:45:53.111962,Filler C,681.67
973,2025-04-12 18:59:53.798126,2025-04-12 21:31:53.798126,Filler B,798.57
974,2025-04-12 18:59:53.262048,2025-04-12 21:41:53.262048,Filler B,316.87
975,2025-04-12 18:59:53.984805,2025-04-12 20:10:53.984805,Filler A,778.91
976,2025-04-12 18:59:53.439733,2025-04-12 19:48:53.439733,Filler B,709.75
977,2025-04-12 18:59:53.424705,2025-04-12 20:56:53.424705,Filler C,565.77
978,2025-04-12 18:59:53.687982,2025-04-12 20:51:53.687982,Filler B,529.16
979,2025-04-12 18:59:53.637733,2025-04-12 20:07:53.637733,Filler C,650.61
980,2025-04-12 18:59:53.681329,2025-04-12 20:28:53.681329,Filler A,435.89
981,2025-04-12 18:59:53.206777,2025-04-12 21:56:53.206777,Filler C,654.95
982,2025-04-12 18:59:53.155837,2025-04-12 21:15:53.155837,Filler C,715.84
983,2025-04-12 18:59:53.572162,2025-04-12 21:34:53.572162,Filler A,622.1
984,2025-04-12 18:59:53.356599,2025-04-12 21:58:53.356599,Filler A,437.97
985,2025-04-12 18:59:53.611221,2025-04-12 21:12:53.611221,Filler B,474.61
986,2025-04-12 18:59:53.591087,2025-04-12 19:39:53.591087,Filler B,703.43
987,2025-04-12 18:59:53.210596,2025-04-12 21:57:53.210596,Filler A,765.75
988,2025-04-12 18:59:53.975170,2025-04-12 19:31:53.975170,Filler A,711.62
989,2025-04-12 18:59:53.292754,2025-04-12 20:49:53.292754,Filler B,604.03
990,2025-04-12 18:59:53.369935,2025-04-12 21:49:53.369935,Filler C,798.44
991,2025-04-12 18:59:53.943708,2025-04-12 21:16:53.943708,Filler B,700.79
992,2025-04-12 18:59:53.343509,2025-04-12 19:42:53.343509,Filler B,513.28
993,2025-04-12 18:59:53.657334,2025-04-12 21:29:53.657334,Filler C,336.46
994,2025-04-12 18:59:53.999586,2025-04-12 21:42:53.999586,Filler B,529.65
995,2025-04-12 18:59:53.489350,2025-04-12 20:19:53.489350,Filler B,322.35
996,2025-04-12 18:59:53.869562,2025-04-12 20:43:53.869562,Filler C,656.24
997,2025-04-12 18:59:53.244166,2025-04-12 21:01:53.244166,Filler A,463.06
998,2025-04-12 18:59:53.958362,2025-04-12 20:11:53.958362,Filler B,604.63
999,2025-04-12 18:59:53.734529,2025-04-12 19:37:53.734529,Filler B,691.1
1000,2025-04-12 18:59:53.242611,2025-04-12 20:34:53.242611,Filler A,560.7
1001,2025-04-12 18:59:53.843918,2025-04-12 20:44:53.843918,Filler A,767.93
1002,2025-04-12 18:59:53.936047,2025-04-12 21:33:53.936047,Filler A,558.96
1003,2025-04-12 18:59:53.270411,2025-04-12 20:24:53.270411,Filler A,726.64
1004,2025-04-12 18:59:53.647231,2025-04-12 21:40:53.647231,Filler A,319.91
1005,2025-04-12 18:59:53.339128,2025-04-12 20:21:53.339128,Filler A,346.58
1006,2025-04-12 18:59:53.557215,2025-04-12 20:48:53.557215,Filler A,575.29
1007,2025-04-12 18:59:53.358737,2025-04-12 21:13:53.358737,Filler A,418.93
1008,2025-04-12 18:59:53.356566,2025-04-12 21:02:53.356566,Filler A,634.86
1009,2025-04-12 18:59:53.612502,2025-04-12 21:29:53.612502,Filler A,500.12
1010,2025-04-12 18:59:53.383175,2025-04-12 19:55:53.383175,Filler B,504.3
1011,2025-04-12 18:59:53.495812,2025-04-12 20:14:53.495812,Filler A,479.41
1012,2025-04-12 18:59:53.823365,2025-04-12 21:28:53.823365,Filler A,453.82
1013,2025-04-12 18:59:53.238232,2025-04-12 20:49:53.238232,Filler C,399.96
1014,2025-04-12 18:59:53.365505,2025-04-12 20:08:53.365505,Filler B,439.11
1015,2025-04-12 18:59:53.276167,2025-04-12 21:16:53.276167,Filler C,404.53
1016,2025-04-12 18:59:53.574988,2025-04-12 20:34:53.574988,Filler B,586.37
1017,2025-04-12 18:59:53.570969,2025-04-12 21:29:53.570969,Filler B,535.26
1018,2025-04-12 18:59:53.349981,2025-04-12 21:34:53.349981,Filler C,796.95
1019,2025-04-12 18:59:53.267671,2025-04-12 21:22:53.267671,Filler A,349.17
1020,2025-04-12 18:59:53.224787,2025-04-12 21:45:53.224787,Filler C,729.47
1021,2025-04-12 18:59:53.300790,2025-04-12 19:35:53.300790,Filler A,471.04
1022,2025-04-12 18:59:53.534846,2025-04-12 20:18:53.534846,Filler C,334.28
1023,2025-04-12 18:59:53.931536,2025-04-12 19:53:53.931536,Filler A,410.45
1024,2025-04-12 18:59:53.714339,2025-04-12 19:36:53.714339,Filler A,533.56
1025,2025-04-12 18:59:53.094313,2025-04-12 20:00:53.094313,Filler A,602.9
1026,2025-04-12 18:59:53.759921,2025-04-12 20:42:53.759921,Filler A,799.21
1027,2025-04-12 18:59:53.184013,2025-04-12 20:01:53.184013,Filler A,395.15
1028,2025-04-12 18:59:53.934558,2025-04-12 19:56:53.934558,Filler C,646.62
1029,2025-04-12 18:59:53.204993,2025-04-12 21:25:53.204993,Filler C,627.51
1030,2025-04-12 18:59:53.556813,2025-04-12 20:53:53.556813,Filler C,510.8
1031,2025-04-12 18:59:53.661653,2025-04-12 20:42:53.661653,Filler A,474.61
1032,2025-04-12 18:59:53.121224,2025-04-12 21:15:53.121224,Filler A,331.24
1033,2025-04-12 18:59:53.448677,2025-04-12 21:19:53.448677,Filler A,350.59
1034,2025-04-12 18:59:53.134239,2025-04-12 20:24:53.134239,Filler C,301.57
1035,2025-04-12 18:59:53.252977,2025-04-12 20:03:53.252977,Filler C,572.47
1036,2025-04-12 18:59:53.671545,2025-04-12 20:31:53.671545,Filler A,519.86
1037,2025-04-12 18:59:53.698271,2025-04-12 20:52:53.698271,Filler C,413.35
1038,2025-04-12 18:59:53.524562,2025-04-12 20:59:53.524562,Filler C,446.9
1039,2025-04-12 18:59:53.894177,2025-04-12 21:08:53.894177,Filler C,789.26
1040,2025-04-12 18:59:53.391868,2025-04-12 21:10:53.391868,Filler A,654.64
1041,2025-04-12 18:59:53.245916,2025-04-12 20:23:53.245916,Filler C,391.57
1042,2025-04-12 18:59:53.750894,2025-04-12 21:08:53.750894,Filler A,612.97
1043,2025-04-12 18:59:53.985259,2025-04-12 21:01:53.985259,Filler C,328.24
1044,2025-04-12 18:59:53.216615,2025-04-12 19:37:53.216615,Filler A,768.18
1045,2025-04-12 18:59:53.269269,2025-04-12 20:51:53.269269,Filler A,329.22
1046,2025-04-12 18:59:53.804930,2025-04-12 19:55:53.804930,Filler A,678.41
1047,2025-04-12 18:59:53.497640,2025-04-12 20:29:53.497640,Filler B,384.86
1048,2025-04-12 18:59:53.793770,2025-04-12 20:48:53.793770,Filler A,519.79
1049,2025-04-12 18:59:53.130037,2025-04-12 19:51:53.130037,Filler A,367.7
1050,2025-04-12 18:59:53.295621,2025-04-12 21:29:53.295621,Filler A,675.41
1051,2025-04-12 18:59:53.011441,2025-04-12 20:19:53.011441,Filler A,304.06
1052,2025-04-12 18:59:53.240925,2025-04-12 19:51:53.240925,Filler B,448.46
1053,2025-04-12 18:59:53.655900,2025-04-12 20:16:53.655900,Filler C,562.76
1054,2025-04-12 18:59:53.193704,2025-04-12 20:23:53.193704,Filler C,599.89
1055,2025-04-12 18:59:53.939331,2025-04-12 20:16:53.939331,Filler A,791.6
1056,2025-04-12 18:59:53.445024,2025-04-12 19:49:53.445024,Filler C,764.63
1057,2025-04-12 18:59:53.019872,2025-04-12 20:09:53.019872,Filler C,478.16
1058,2025-04-12 18:59:53.430110,2025-04-12 21:57:53.430110,Filler B,577.47
1059,2025-04-12 18:59:53.304095,2025-04-12 19:48:53.304095,Filler A,790.87
1060,2025-04-12 18:59:53.351115,2025-04-12 21:39:53.351115,Filler B,781.08
1061,2025-04-12 18:59:53.651312,2025-04-12 19:45:53.651312,Filler B,354.63
1062,2025-04-12 18:59:53.048383,2025-04-12 20:42:53.048383,Filler A,713.76
1063,2025-04-12 18:59:53.972634,2025-04-12 19:56:53.972634,Filler C,756.76
1064,2025-04-12 18:59:53.331926,2025-04-12 19:31:53.331926,Filler C,406.86
1065,2025-04-12 18:59:53.077800,2025-04-12 21:30:53.077800,Filler A,595.84
1066,2025-04-12 18:59:53.603534,2025-04-12 21:06:53.603534,Filler B,519.35
1067,2025-04-12 18:59:53.172244,2025-04-12 21:06:53.172244,Filler A,691.96
1068,2025-04-12 18:59:53.720644,2025-04-12 20:14:53.720644,Filler B,680.99
1069,2025-04-12 18:59:53.430252,2025-04-12 20:14:53.430252,Filler B,520.67
1070,2025-04-12 18:59:53.310121,2025-04-12 20:11:53.310121,Filler A,782.61
1071,2025-04-12 18:59:53.742065,2025-04-12 20:13:53.742065,Filler B,551.55
1072,2025-04-12 18:59:53.903392,2025-04-12 20:56:53.903392,Filler C,550.69
1073,2025-04-12 18:59:53.553986,2025-04-12 20:36:53.553986,Filler A,573.23
1074,2025-04-12 18:59:53.718733,2025-04-12 21:41:53.718733,Filler B,317.19
1075,2025-04-12 18:59:53.757368,2025-04-12 20:52:53.757368,Filler B,399.83
1076,2025-04-12 18:59:53.674031,2025-04-12 20:10:53.674031,Filler C,546.33
1077,2025-04-12 18:59:53.228009,2025-04-12 21:31:53.228009,Filler C,514.85
1078,2025-04-12 18:59:53.964761,2025-04-12 21:08:53.964761,Filler B,513.31
1079,2025-04-12 18:59:53.691199,2025-04-12 21:50:53.691199,Filler C,550.0
1080,2025-04-12 18:59:53.864871,2025-04-12 20:57:53.864871,Filler C,532.19
1081,2025-04-12 18:59:53.861061,2025-04-12 19:42:53.861061,Filler C,345.48
1082,2025-04-12 18:59:53.919360,2025-04-12 19:35:53.919360,Filler C,608.1
1083,2025-04-12 18:59:53.376959,2025-04-12 21:57:53.376959,Filler A,345.22
1084,2025-04-12 18:59:53.949920,2025-04-12 20:49:53.949920,Filler A,747.67
1085,2025-04-12 18:59:53.678662,2025-04-12 20:50:53.678662,Filler B,552.61
1086,2025-04-12 18:59:53.459023,2025-04-12 21:01:53.459023,Filler A,523.41
1087,2025-04-12 18:59:53.756280,2025-04-12 21:06:53.756280,Filler A,693.72
1088,2025-04-12 18:59:53.408512,2025-04-12 20:37:53.408512,Filler B,326.68
1089,2025-04-12 18:59:53.249045,2025-04-12 19:42:53.249045,Filler A,564.34
1090,2025-04-12 18:59:53.256826,2025-04-12 20:43:53.256826,Filler C,473.22
1091,2025-04-12 18:59:53.603692,2025-04-12 21:12:53.603692,Filler A,426.71
1092,2025-04-12 18:59:53.218510,2025-04-12 21:46:53.218510,Filler C,383.93
1093,2025-04-12 18:59:53.045936,2025-04-12 20:29:53.045936,Filler C,672.03
1094,2025-04-12 18:59:53.177073,2025-04-12 20:47:53.177073,Filler B,598.91
1095,2025-04-12 18:59:53.533411,2025-04-12 20:58:53.533411,Filler B,369.91
1096,2025-04-12 18:59:53.127679,2025-04-12 21:53:53.127679,Filler A,672.79
1097,2025-04-12 18:59:53.206216,2025-04-12 20:10:53.206216,Filler B,346.72
1098,2025-04-12 18:59:53.766617,2025-04-12 20:38:53.766617,Filler C,407.12
1099,2025-04-12 18:59:53.256778,2025-04-12 21:42:53.256778,Filler C,634.77
1100,2025-04-12 18:59:53.807010,2025-04-12 20:57:53.807010,Filler B,758.87
1101,2025-04-12 18:59:53.895068,2025-04-12 21:31:53.895068,Filler A,539.47
1102,2025-04-12 18:59:53.388818,2025-04-12 21:17:53.388818,Filler A,425.98
1103,2025-04-12 18:59:53.680602,2025-04-12 21:44:53.680602,Filler C,541.31
1104,2025-04-12 18:59:53.969806,2025-04-12 20:39:53.969806,Filler C,670.08
1105,2025-04-12 18:59:53.550236,2025-04-12 21:03:53.550236,Filler C,452.56
1106,2025-04-12 18:59:53.894993,2025-04-12 19:34:53.894993,Filler A,586.12
1107,2025-04-12 18:59:53.883415,2025-04-12 20:03:53.883415,Filler A,562.72
1108,2025-04-12 18:59:53.951878,2025-04-12 20:04:53.951878,Filler B,793.69
1109,2025-04-12 18:59:53.073230,2025-04-12 20:06:53.073230,Filler B,717.95
1110,2025-04-12 18:59:53.049943,2025-04-12 20:03:53.049943,Filler B,366.54
1111,2025-04-12 18:59:53.584891,2025-04-12 21:48:53.584891,Filler A,676.62
1112,2025-04-12 18:59:53.092918,2025-04-12 21:29:53.092918,Filler B,689.77
1113,2025-04-12 18:59:53.646055,2025-04-12 21:34:53.646055,Filler B,355.31
1114,2025-04-12 18:59:53.149096,2025-04-12 19:34:53.149096,Filler B,351.64
1115,2025-04-12 18:59:53.258612,2025-04-12 20:30:53.258612,Filler B,370.32
1116,2025-04-12 18:59:53.185260,2025-04-12 20:39:53.185260,Filler C,516.6
1117,2025-04-12 18:59:53.686907,2025-04-12 21:09:53.686907,Filler B,400.18
1118,2025-04-12 18:59:53.151623,2025-04-12 20:49:53.151623,Filler A,769.75
1119,2025-04-12 18:59:53.119612,2025-04-12 21:48:53.119612,Filler B,411.02
1120,2025-04-12 18:59:53.601195,2025-04-12 20:56:53.601195,Filler B,701.18
1121,2025-04-12 18:59:53.380782,2025-04-12 21:39:53.380782,Filler C,327.56
1122,2025-04-12 18:59:53.482371,2025-04-12 20:38:53.482371,Filler C,367.68
1123,2025-04-12 18:59:53.862507,2025-04-12 21:39:53.862507,Filler C,422.63
1124,2025-04-12 18:59:53.370941,2025-04-12 20:36:53.370941,Filler C,498.93
1125,2025-04-12 18:59:53.241098,2025-04-12 19:37:53.241098,Filler A,439.91
1126,2025-04-12 18:59:53.513855,2025-04-12 21:06:53.513855,Filler A,576.64
1127,2025-04-12 18:59:53.156557,2025-04-12 21:37:53.156557,Filler A,545.43
1128,2025-04-12 18:59:53.094893,2025-04-12 19:52:53.094893,Filler A,463.44
1129,2025-04-12 18:59:53.059577,2025-04-12 20:13:53.059577,Filler C,712.15
1130,2025-04-12 18:59:53.321755,2025-04-12 19:53:53.321755,Filler A,543.47
1131,2025-04-12 18:59:53.727084,2025-04-12 20:12:53.727084,Filler A,531.2
1132,2025-04-12 18:59:53.252085,2025-04-12 21:03:53.252085,Filler B,494.44
1133,2025-04-12 18:59:53.512465,2025-04-12 21:01:53.512465,Filler A,364.42
1134,2025-04-12 18:59:53.248661,2025-04-12 21:20:53.248661,Filler C,544.53
1135,2025-04-12 18:59:53.395247,2025-04-12 19:40:53.395247,Filler A,395.18
1136,2025-04-12 18:59:53.948078,2025-04-12 20:24:53.948078,Filler A,507.07
