BatchID,ProductID,BatchCode,ProductieDatum,Vervaldatum
1124,581,BCH202504121124,2025-04-11,2025-04-12
1125,3514,BCH202504121125,2025-04-11,2025-04-12
1126,1420,BCH202504121126,2025-04-11,2025-04-12
1127,961,BCH202504121127,2025-04-11,2025-04-12
1128,4939,BCH202504121128,2025-04-11,2025-04-12
1129,2343,BCH202504121129,2025-04-11,2025-04-12
1130,4137,BCH202504121130,2025-04-11,2025-04-12
1131,439,BCH202504121131,2025-04-11,2025-04-12
1132,3744,BCH202504121132,2025-04-11,2025-04-12
1133,1883,BCH202504121133,2025-04-11,2025-04-12
1134,365,BCH202504121134,2025-04-11,2025-04-12
1135,300,BCH202504121135,2025-04-11,2025-04-12
1136,2040,BCH202504121136,2025-04-11,2025-04-12
1137,1990,BCH202504121137,2025-04-11,2025-04-12
1138,3064,BCH202504121138,2025-04-11,2025-04-12
1139,1730,BCH202504121139,2025-04-11,2025-04-12
1140,1219,BCH202504121140,2025-04-11,2025-04-12
1141,55,BCH202504121141,2025-04-11,2025-04-12
1142,247,BCH202504121142,2025-04-11,2025-04-12
1143,2798,BCH202504121143,2025-04-11,2025-04-12
1144,1458,BCH202504121144,2025-04-11,2025-04-12
1145,1492,BCH202504121145,2025-04-11,2025-04-12
1146,1212,BCH202504121146,2025-04-11,2025-04-12
1147,1491,BCH202504121147,2025-04-11,2025-04-12
1148,500,BCH202504121148,2025-04-11,2025-04-12
1149,2725,BCH202504121149,2025-04-11,2025-04-12
1150,4174,BCH202504121150,2025-04-11,2025-04-12
1151,3823,BCH202504121151,2025-04-11,2025-04-12
1152,821,BCH202504121152,2025-04-11,2025-04-12
1153,1226,BCH202504121153,2025-04-11,2025-04-12
1154,241,BCH202504121154,2025-04-11,2025-04-12
1155,3611,BCH202504121155,2025-04-11,2025-04-12
1156,4557,BCH202504121156,2025-04-11,2025-04-12
1157,103,BCH202504121157,2025-04-11,2025-04-12
1158,643,BCH202504121158,2025-04-11,2025-04-12
1159,1867,BCH202504121159,2025-04-11,2025-04-12
1160,4514,BCH202504121160,2025-04-11,2025-04-12
1161,2054,BCH202504121161,2025-04-11,2025-04-12
1162,3056,BCH202504121162,2025-04-11,2025-04-12
1163,4508,BCH202504121163,2025-04-11,2025-04-12
1164,3458,BCH202504121164,2025-04-11,2025-04-12
1165,3739,BCH202504121165,2025-04-11,2025-04-12
1166,3647,BCH202504121166,2025-04-11,2025-04-12
1167,3745,BCH202504121167,2025-04-11,2025-04-12
1168,1574,BCH202504121168,2025-04-11,2025-04-12
1169,2194,BCH202504121169,2025-04-11,2025-04-12
1170,1395,BCH202504121170,2025-04-11,2025-04-12
1171,3791,BCH202504121171,2025-04-11,2025-04-12
1172,2181,BCH202504121172,2025-04-11,2025-04-12
1173,3289,BCH202504121173,2025-04-11,2025-04-12
1174,4256,BCH202504121174,2025-04-11,2025-04-12
1175,4673,BCH202504121175,2025-04-11,2025-04-12
1176,302,BCH202504121176,2025-04-11,2025-04-12
1177,2259,BCH202504121177,2025-04-11,2025-04-12
1178,1017,BCH202504121178,2025-04-11,2025-04-12
1179,1610,BCH202504121179,2025-04-11,2025-04-12
1180,2525,BCH202504121180,2025-04-11,2025-04-12
1181,2888,BCH202504121181,2025-04-11,2025-04-12
1182,4318,BCH202504121182,2025-04-11,2025-04-12
1183,1976,BCH202504121183,2025-04-11,2025-04-12
1184,2254,BCH202504121184,2025-04-11,2025-04-12
1185,4482,BCH202504121185,2025-04-11,2025-04-12
1186,2913,BCH202504121186,2025-04-11,2025-04-12
1187,2802,BCH202504121187,2025-04-11,2025-04-12
1188,3887,BCH202504121188,2025-04-11,2025-04-12
1189,4043,BCH202504121189,2025-04-11,2025-04-12
1190,3892,BCH202504121190,2025-04-11,2025-04-12
1191,550,BCH202504121191,2025-04-11,2025-04-12
1192,2722,BCH202504121192,2025-04-11,2025-04-12
1193,1193,BCH202504121193,2025-04-11,2025-04-12
1194,791,BCH202504121194,2025-04-11,2025-04-12
1195,15,BCH202504121195,2025-04-11,2025-04-12
1196,3324,BCH202504121196,2025-04-11,2025-04-12
1197,4658,BCH202504121197,2025-04-11,2025-04-12
1198,4529,BCH202504121198,2025-04-11,2025-04-12
1199,2152,BCH202504121199,2025-04-11,2025-04-12
1200,2263,BCH202504121200,2025-04-11,2025-04-12
1201,1415,BCH202504121201,2025-04-11,2025-04-12
1202,4744,BCH202504121202,2025-04-11,2025-04-12
1203,2589,BCH202504121203,2025-04-11,2025-04-12
1204,223,BCH202504121204,2025-04-11,2025-04-12
1205,1455,BCH202504121205,2025-04-11,2025-04-12
1206,4658,BCH202504121206,2025-04-11,2025-04-12
1207,3311,BCH202504121207,2025-04-11,2025-04-12
1208,1005,BCH202504121208,2025-04-11,2025-04-12
1209,1158,BCH202504121209,2025-04-11,2025-04-12
1210,1501,BCH202504121210,2025-04-11,2025-04-12
1211,550,BCH202504121211,2025-04-11,2025-04-12
1212,4492,BCH202504121212,2025-04-11,2025-04-12
1213,4027,BCH202504121213,2025-04-11,2025-04-12
1214,2643,BCH202504121214,2025-04-11,2025-04-12
1215,406,BCH202504121215,2025-04-11,2025-04-12
1216,2253,BCH202504121216,2025-04-11,2025-04-12
1217,3537,BCH202504121217,2025-04-11,2025-04-12
1218,1604,BCH202504121218,2025-04-11,2025-04-12
1219,101,BCH202504121219,2025-04-11,2025-04-12
1220,2482,BCH202504121220,2025-04-11,2025-04-12
1221,1592,BCH202504121221,2025-04-11,2025-04-12
1222,135,BCH202504121222,2025-04-11,2025-04-12
1223,2623,BCH202504121223,2025-04-11,2025-04-12
1224,1937,BCH202504121224,2025-04-11,2025-04-12
1225,857,BCH202504121225,2025-04-11,2025-04-12
1226,2337,BCH202504121226,2025-04-11,2025-04-12
1227,819,BCH202504121227,2025-04-11,2025-04-12
1228,3040,BCH202504121228,2025-04-11,2025-04-12
1229,4068,BCH202504121229,2025-04-11,2025-04-12
1230,2403,BCH202504121230,2025-04-11,2025-04-12
1231,1060,BCH202504121231,2025-04-11,2025-04-12
1232,479,BCH202504121232,2025-04-11,2025-04-12
1233,4956,BCH202504121233,2025-04-11,2025-04-12
1234,4809,BCH202504121234,2025-04-11,2025-04-12
1235,913,BCH202504121235,2025-04-11,2025-04-12
1236,2927,BCH202504121236,2025-04-11,2025-04-12
1237,1926,BCH202504121237,2025-04-11,2025-04-12
1238,3522,BCH202504121238,2025-04-11,2025-04-12
1239,2145,BCH202504121239,2025-04-11,2025-04-12
1240,1723,BCH202504121240,2025-04-11,2025-04-12
1241,4884,BCH202504121241,2025-04-11,2025-04-12
1242,4225,BCH202504121242,2025-04-11,2025-04-12
1243,4787,BCH202504121243,2025-04-11,2025-04-12
1244,2362,BCH202504121244,2025-04-11,2025-04-12
1245,87,BCH202504121245,2025-04-11,2025-04-12
1246,3482,BCH202504121246,2025-04-11,2025-04-12
1247,2493,BCH202504121247,2025-04-11,2025-04-12
1248,2611,BCH202504121248,2025-04-11,2025-04-12
1249,119,BCH202504121249,2025-04-11,2025-04-12
1250,2182,BCH202504121250,2025-04-11,2025-04-12
1251,2732,BCH202504121251,2025-04-11,2025-04-12
1252,890,BCH202504121252,2025-04-11,2025-04-12
1253,171,BCH202504121253,2025-04-11,2025-04-12
1254,3314,BCH202504121254,2025-04-11,2025-04-12
1255,84,BCH202504121255,2025-04-11,2025-04-12
1256,2883,BCH202504121256,2025-04-11,2025-04-12
1257,2379,BCH202504121257,2025-04-11,2025-04-12
1258,2678,BCH202504121258,2025-04-11,2025-04-12
1259,2856,BCH202504121259,2025-04-11,2025-04-12
1260,3789,BCH202504121260,2025-04-11,2025-04-12
1261,3330,BCH202504121261,2025-04-11,2025-04-12
1262,4697,BCH202504121262,2025-04-11,2025-04-12
1263,1280,BCH202504121263,2025-04-11,2025-04-12
1264,106,BCH202504121264,2025-04-11,2025-04-12
1265,1079,BCH202504121265,2025-04-11,2025-04-12
1266,1731,BCH202504121266,2025-04-11,2025-04-12
1267,1186,BCH202504121267,2025-04-11,2025-04-12
1268,3663,BCH202504121268,2025-04-11,2025-04-12
1269,2358,BCH202504121269,2025-04-11,2025-04-12
1270,1552,BCH202504121270,2025-04-11,2025-04-12
1271,3105,BCH202504121271,2025-04-11,2025-04-12
1272,4962,BCH202504121272,2025-04-11,2025-04-12
1273,3621,BCH202504121273,2025-04-11,2025-04-12
1274,1179,BCH202504121274,2025-04-11,2025-04-12
1275,2325,BCH202504121275,2025-04-11,2025-04-12
1276,1160,BCH202504121276,2025-04-11,2025-04-12
1277,1080,BCH202504121277,2025-04-11,2025-04-12
1278,2049,BCH202504121278,2025-04-11,2025-04-12
1279,2803,BCH202504121279,2025-04-11,2025-04-12
1280,2543,BCH202504121280,2025-04-11,2025-04-12
1281,356,BCH202504121281,2025-04-11,2025-04-12
1282,1960,BCH202504121282,2025-04-11,2025-04-12
1283,2856,BCH202504121283,2025-04-11,2025-04-12
1284,1570,BCH202504121284,2025-04-11,2025-04-12
1285,4337,BCH202504121285,2025-04-11,2025-04-12
1286,434,BCH202504121286,2025-04-11,2025-04-12
1287,4476,BCH202504121287,2025-04-11,2025-04-12
1288,990,BCH202504121288,2025-04-11,2025-04-12
1289,94,BCH202504121289,2025-04-11,2025-04-12
1290,257,BCH202504121290,2025-04-11,2025-04-12
1291,2333,BCH202504121291,2025-04-11,2025-04-12
1292,3474,BCH202504121292,2025-04-11,2025-04-12
1293,1105,BCH202504121293,2025-04-11,2025-04-12
1294,4376,BCH202504121294,2025-04-11,2025-04-12
1295,361,BCH202504121295,2025-04-11,2025-04-12
1296,1257,BCH202504121296,2025-04-11,2025-04-12
1297,4726,BCH202504121297,2025-04-11,2025-04-12
1298,3988,BCH202504121298,2025-04-11,2025-04-12
1299,2108,BCH202504121299,2025-04-11,2025-04-12
1300,2297,BCH202504121300,2025-04-11,2025-04-12
1301,122,BCH202504121301,2025-04-11,2025-04-12
1302,4930,BCH202504121302,2025-04-11,2025-04-12
1303,2868,BCH202504121303,2025-04-11,2025-04-12
1304,2815,BCH202504121304,2025-04-11,2025-04-12
1305,2075,BCH202504121305,2025-04-11,2025-04-12
1306,3359,BCH202504121306,2025-04-11,2025-04-12
1307,557,BCH202504121307,2025-04-11,2025-04-12
1308,1488,BCH202504121308,2025-04-11,2025-04-12
1309,590,BCH202504121309,2025-04-11,2025-04-12
1310,3878,BCH202504121310,2025-04-11,2025-04-12
1311,4295,BCH202504121311,2025-04-11,2025-04-12
1312,2297,BCH202504121312,2025-04-11,2025-04-12
1313,1481,BCH202504121313,2025-04-11,2025-04-12
1314,3940,BCH202504121314,2025-04-11,2025-04-12
1315,4396,BCH202504121315,2025-04-11,2025-04-12
1316,3724,BCH202504121316,2025-04-11,2025-04-12
1317,4108,BCH202504121317,2025-04-11,2025-04-12
1318,2862,BCH202504121318,2025-04-11,2025-04-12
1319,2657,BCH202504121319,2025-04-11,2025-04-12
1320,4761,BCH202504121320,2025-04-11,2025-04-12
1321,2484,BCH202504121321,2025-04-11,2025-04-12
1322,112,BCH202504121322,2025-04-11,2025-04-12
1323,3768,BCH202504121323,2025-04-11,2025-04-12
1324,3897,BCH202504121324,2025-04-11,2025-04-12
1325,306,BCH202504121325,2025-04-11,2025-04-12
1326,1659,BCH202504121326,2025-04-11,2025-04-12
1327,4260,BCH202504121327,2025-04-11,2025-04-12
1328,3894,BCH202504121328,2025-04-11,2025-04-12
1329,4803,BCH202504121329,2025-04-11,2025-04-12
1330,81,BCH202504121330,2025-04-11,2025-04-12
1331,2528,BCH202504121331,2025-04-11,2025-04-12
1332,1704,BCH202504121332,2025-04-11,2025-04-12
1333,1433,BCH202504121333,2025-04-11,2025-04-12
1334,2423,BCH202504121334,2025-04-11,2025-04-12
1335,1058,BCH202504121335,2025-04-11,2025-04-12
1336,2960,BCH202504121336,2025-04-11,2025-04-12
1337,3170,BCH202504121337,2025-04-11,2025-04-12
1338,2565,BCH202504121338,2025-04-11,2025-04-12
1339,429,BCH202504121339,2025-04-11,2025-04-12
1340,348,BCH202504121340,2025-04-11,2025-04-12
1341,1018,BCH202504121341,2025-04-11,2025-04-12
1342,145,BCH202504121342,2025-04-11,2025-04-12
1343,3683,BCH202504121343,2025-04-11,2025-04-12
1344,3748,BCH202504121344,2025-04-11,2025-04-12
1345,2612,BCH202504121345,2025-04-11,2025-04-12
1346,1084,BCH202504121346,2025-04-11,2025-04-12
1347,1955,BCH202504121347,2025-04-11,2025-04-12
1348,4146,BCH202504121348,2025-04-11,2025-04-12
1349,4322,BCH202504121349,2025-04-11,2025-04-12
1350,3095,BCH202504121350,2025-04-11,2025-04-12
1351,3594,BCH202504121351,2025-04-11,2025-04-12
1352,1457,BCH202504121352,2025-04-11,2025-04-12
1353,3688,BCH202504121353,2025-04-11,2025-04-12
1354,296,BCH202504121354,2025-04-11,2025-04-12
1355,2389,BCH202504121355,2025-04-11,2025-04-12
1356,926,BCH202504121356,2025-04-11,2025-04-12
1357,4543,BCH202504121357,2025-04-11,2025-04-12
1358,1125,BCH202504121358,2025-04-11,2025-04-12
1359,1772,BCH202504121359,2025-04-11,2025-04-12
1360,229,BCH202504121360,2025-04-11,2025-04-12
1361,3068,BCH202504121361,2025-04-11,2025-04-12
1362,2760,BCH202504121362,2025-04-11,2025-04-12
1363,1488,BCH202504121363,2025-04-11,2025-04-12
1364,4299,BCH202504121364,2025-04-11,2025-04-12
1365,4709,BCH202504121365,2025-04-11,2025-04-12
1366,2064,BCH202504121366,2025-04-11,2025-04-12
1367,3310,BCH202504121367,2025-04-11,2025-04-12
1368,530,BCH202504121368,2025-04-11,2025-04-12
1369,2999,BCH202504121369,2025-04-11,2025-04-12
1370,27,BCH202504121370,2025-04-11,2025-04-12
1371,4452,BCH202504121371,2025-04-11,2025-04-12
1372,536,BCH202504121372,2025-04-11,2025-04-12
1373,4632,BCH202504121373,2025-04-11,2025-04-12
1374,3519,BCH202504121374,2025-04-11,2025-04-12
1375,1128,BCH202504121375,2025-04-11,2025-04-12
1376,2000,BCH202504121376,2025-04-11,2025-04-12
1377,136,BCH202504121377,2025-04-11,2025-04-12
1378,2415,BCH202504121378,2025-04-11,2025-04-12
1379,3592,BCH202504121379,2025-04-11,2025-04-12
1380,279,BCH202504121380,2025-04-11,2025-04-12
1381,3500,BCH202504121381,2025-04-11,2025-04-12
1382,2671,BCH202504121382,2025-04-11,2025-04-12
1383,3728,BCH202504121383,2025-04-11,2025-04-12
1384,634,BCH202504121384,2025-04-11,2025-04-12
1385,852,BCH202504121385,2025-04-11,2025-04-12
1386,791,BCH202504121386,2025-04-11,2025-04-12
1387,3415,BCH202504121387,2025-04-11,2025-04-12
1388,3915,BCH202504121388,2025-04-11,2025-04-12
1389,2516,BCH202504121389,2025-04-11,2025-04-12
1390,1826,BCH202504121390,2025-04-11,2025-04-12
1391,3268,BCH202504121391,2025-04-11,2025-04-12
1392,2481,BCH202504121392,2025-04-11,2025-04-12
1393,2112,BCH202504121393,2025-04-11,2025-04-12
1394,4927,BCH202504121394,2025-04-11,2025-04-12
1395,3332,BCH202504121395,2025-04-11,2025-04-12
1396,2746,BCH202504121396,2025-04-11,2025-04-12
1397,3168,BCH202504121397,2025-04-11,2025-04-12
1398,2820,BCH202504121398,2025-04-11,2025-04-12
1399,2416,BCH202504121399,2025-04-11,2025-04-12
1400,4620,BCH202504121400,2025-04-11,2025-04-12
1401,3626,BCH202504121401,2025-04-11,2025-04-12
1402,3283,BCH202504121402,2025-04-11,2025-04-12
1403,3198,BCH202504121403,2025-04-11,2025-04-12
1404,2608,BCH202504121404,2025-04-11,2025-04-12
1405,269,BCH202504121405,2025-04-11,2025-04-12
1406,7,BCH202504121406,2025-04-11,2025-04-12
1407,4888,BCH202504121407,2025-04-11,2025-04-12
1408,3335,BCH202504121408,2025-04-11,2025-04-12
1409,3637,BCH202504121409,2025-04-11,2025-04-12
1410,3838,BCH202504121410,2025-04-11,2025-04-12
1411,2267,BCH202504121411,2025-04-11,2025-04-12
1412,30,BCH202504121412,2025-04-11,2025-04-12
1413,907,BCH202504121413,2025-04-11,2025-04-12
1414,3981,BCH202504121414,2025-04-11,2025-04-12
1415,534,BCH202504121415,2025-04-11,2025-04-12
1416,2349,BCH202504121416,2025-04-11,2025-04-12
1417,3749,BCH202504121417,2025-04-11,2025-04-12
1418,3097,BCH202504121418,2025-04-11,2025-04-12
1419,2723,BCH202504121419,2025-04-11,2025-04-12
1420,1208,BCH202504121420,2025-04-11,2025-04-12
1421,1947,BCH202504121421,2025-04-11,2025-04-12
1422,2713,BCH202504121422,2025-04-11,2025-04-12
1423,2998,BCH202504121423,2025-04-11,2025-04-12
1424,4630,BCH202504121424,2025-04-11,2025-04-12
1425,4167,BCH202504121425,2025-04-11,2025-04-12
1426,759,BCH202504121426,2025-04-11,2025-04-12
1427,4693,BCH202504121427,2025-04-11,2025-04-12
1428,3340,BCH202504121428,2025-04-11,2025-04-12
1429,1502,BCH202504121429,2025-04-11,2025-04-12
1430,3104,BCH202504121430,2025-04-11,2025-04-12
1431,4704,BCH202504121431,2025-04-11,2025-04-12
1432,1755,BCH202504121432,2025-04-11,2025-04-12
1433,1857,BCH202504121433,2025-04-11,2025-04-12
1434,1036,BCH202504121434,2025-04-11,2025-04-12
1435,4034,BCH202504121435,2025-04-11,2025-04-12
1436,1379,BCH202504121436,2025-04-11,2025-04-12
1437,4121,BCH202504121437,2025-04-11,2025-04-12
1438,3140,BCH202504121438,2025-04-11,2025-04-12
1439,2228,BCH202504121439,2025-04-11,2025-04-12
1440,4599,BCH202504121440,2025-04-11,2025-04-12
1441,3626,BCH202504121441,2025-04-11,2025-04-12
1442,731,BCH202504121442,2025-04-11,2025-04-12
1443,3214,BCH202504121443,2025-04-11,2025-04-12
1444,1381,BCH202504121444,2025-04-11,2025-04-12
1445,3157,BCH202504121445,2025-04-11,2025-04-12
1446,2237,BCH202504121446,2025-04-11,2025-04-12
1447,3709,BCH202504121447,2025-04-11,2025-04-12
1448,4385,BCH202504121448,2025-04-11,2025-04-12
1449,4266,BCH202504121449,2025-04-11,2025-04-12
1450,2203,BCH202504121450,2025-04-11,2025-04-12
1451,1818,BCH202504121451,2025-04-11,2025-04-12
1452,975,BCH202504121452,2025-04-11,2025-04-12
1453,4727,BCH202504121453,2025-04-11,2025-04-12
1454,2925,BCH202504121454,2025-04-11,2025-04-12
1455,2389,BCH202504121455,2025-04-11,2025-04-12
1456,1839,BCH202504121456,2025-04-11,2025-04-12
1457,1254,BCH202504121457,2025-04-11,2025-04-12
1458,3595,BCH202504121458,2025-04-11,2025-04-12
1459,4675,BCH202504121459,2025-04-11,2025-04-12
1460,3153,BCH202504121460,2025-04-11,2025-04-12
1461,4603,BCH202504121461,2025-04-11,2025-04-12
1462,459,BCH202504121462,2025-04-11,2025-04-12
1463,1457,BCH202504121463,2025-04-11,2025-04-12
1464,3612,BCH202504121464,2025-04-11,2025-04-12
1465,1483,BCH202504121465,2025-04-11,2025-04-12
1466,439,BCH202504121466,2025-04-11,2025-04-12
1467,869,BCH202504121467,2025-04-11,2025-04-12
1468,2885,BCH202504121468,2025-04-11,2025-04-12
1469,2903,BCH202504121469,2025-04-11,2025-04-12
1470,3241,BCH202504121470,2025-04-11,2025-04-12
1471,1088,BCH202504121471,2025-04-11,2025-04-12
1472,3691,BCH202504121472,2025-04-11,2025-04-12
1473,204,BCH202504121473,2025-04-11,2025-04-12
1474,2867,BCH202504121474,2025-04-11,2025-04-12
1475,2501,BCH202504121475,2025-04-11,2025-04-12
1476,4174,BCH202504121476,2025-04-11,2025-04-12
1477,2234,BCH202504121477,2025-04-11,2025-04-12
1478,2175,BCH202504121478,2025-04-11,2025-04-12
1479,2315,BCH202504121479,2025-04-11,2025-04-12
1480,4590,BCH202504121480,2025-04-11,2025-04-12
1481,3925,BCH202504121481,2025-04-11,2025-04-12
1482,3600,BCH202504121482,2025-04-11,2025-04-12
1483,3128,BCH202504121483,2025-04-11,2025-04-12
1484,3583,BCH202504121484,2025-04-11,2025-04-12
1485,4783,BCH202504121485,2025-04-11,2025-04-12
1486,2279,BCH202504121486,2025-04-11,2025-04-12
1487,3228,BCH202504121487,2025-04-11,2025-04-12
1488,3178,BCH202504121488,2025-04-11,2025-04-12
1489,4264,BCH202504121489,2025-04-11,2025-04-12
1490,4429,BCH202504121490,2025-04-11,2025-04-12
1491,3312,BCH202504121491,2025-04-11,2025-04-12
1492,358,BCH202504121492,2025-04-11,2025-04-12
1493,2874,BCH202504121493,2025-04-11,2025-04-12
1494,3276,BCH202504121494,2025-04-11,2025-04-12
1495,2814,BCH202504121495,2025-04-11,2025-04-12
1496,3709,BCH202504121496,2025-04-11,2025-04-12
1497,2462,BCH202504121497,2025-04-11,2025-04-12
1498,2755,BCH202504121498,2025-04-11,2025-04-12
1499,2665,BCH202504121499,2025-04-11,2025-04-12
1500,4629,BCH202504121500,2025-04-11,2025-04-12
1501,1746,BCH202504121501,2025-04-11,2025-04-12
1502,131,BCH202504121502,2025-04-11,2025-04-12
1503,435,BCH202504121503,2025-04-11,2025-04-12
1504,883,BCH202504121504,2025-04-11,2025-04-12
1505,3020,BCH202504121505,2025-04-11,2025-04-12
1506,397,BCH202504121506,2025-04-11,2025-04-12
1507,3515,BCH202504121507,2025-04-11,2025-04-12
1508,2940,BCH202504121508,2025-04-11,2025-04-12
1509,4073,BCH202504121509,2025-04-11,2025-04-12
1510,2950,BCH202504121510,2025-04-11,2025-04-12
1511,2363,BCH202504121511,2025-04-11,2025-04-12
1512,4333,BCH202504121512,2025-04-11,2025-04-12
1513,1847,BCH202504121513,2025-04-11,2025-04-12
1514,4569,BCH202504121514,2025-04-11,2025-04-12
1515,4632,BCH202504121515,2025-04-11,2025-04-12
1516,3390,BCH202504121516,2025-04-11,2025-04-12
1517,4871,BCH202504121517,2025-04-11,2025-04-12
1518,1855,BCH202504121518,2025-04-11,2025-04-12
1519,87,BCH202504121519,2025-04-11,2025-04-12
1520,3989,BCH202504121520,2025-04-11,2025-04-12
1521,4554,BCH202504121521,2025-04-11,2025-04-12
1522,3024,BCH202504121522,2025-04-11,2025-04-12
1523,1742,BCH202504121523,2025-04-11,2025-04-12
1524,4022,BCH202504121524,2025-04-11,2025-04-12
1525,1565,BCH202504121525,2025-04-11,2025-04-12
1526,4587,BCH202504121526,2025-04-11,2025-04-12
1527,4846,BCH202504121527,2025-04-11,2025-04-12
1528,2685,BCH202504121528,2025-04-11,2025-04-12
1529,2958,BCH202504121529,2025-04-11,2025-04-12
1530,4831,BCH202504121530,2025-04-11,2025-04-12
1531,4764,BCH202504121531,2025-04-11,2025-04-12
1532,4585,BCH202504121532,2025-04-11,2025-04-12
1533,479,BCH202504121533,2025-04-11,2025-04-12
1534,2484,BCH202504121534,2025-04-11,2025-04-12
1535,3893,BCH202504121535,2025-04-11,2025-04-12
1536,1410,BCH202504121536,2025-04-11,2025-04-12
1537,835,BCH202504121537,2025-04-11,2025-04-12
1538,2560,BCH202504121538,2025-04-11,2025-04-12
1539,2449,BCH202504121539,2025-04-11,2025-04-12
1540,2436,BCH202504121540,2025-04-11,2025-04-12
1541,878,BCH202504121541,2025-04-11,2025-04-12
1542,1365,BCH202504121542,2025-04-11,2025-04-12
1543,3179,BCH202504121543,2025-04-11,2025-04-12
1544,2131,BCH202504121544,2025-04-11,2025-04-12
1545,215,BCH202504121545,2025-04-11,2025-04-12
1546,4705,BCH202504121546,2025-04-11,2025-04-12
1547,619,BCH202504121547,2025-04-11,2025-04-12
1548,488,BCH202504121548,2025-04-11,2025-04-12
1549,30,BCH202504121549,2025-04-11,2025-04-12
1550,2369,BCH202504121550,2025-04-11,2025-04-12
1551,1080,BCH202504121551,2025-04-11,2025-04-12
1552,2279,BCH202504121552,2025-04-11,2025-04-12
1553,1918,BCH202504121553,2025-04-11,2025-04-12
1554,1342,BCH202504121554,2025-04-11,2025-04-12
1555,4736,BCH202504121555,2025-04-11,2025-04-12
1556,348,BCH202504121556,2025-04-11,2025-04-12
1557,4739,BCH202504121557,2025-04-11,2025-04-12
1558,2085,BCH202504121558,2025-04-11,2025-04-12
1559,187,BCH202504121559,2025-04-11,2025-04-12
1560,1305,BCH202504121560,2025-04-11,2025-04-12
1561,735,BCH202504121561,2025-04-11,2025-04-12
1562,1850,BCH202504121562,2025-04-11,2025-04-12
1563,2455,BCH202504121563,2025-04-11,2025-04-12
1564,3384,BCH202504121564,2025-04-11,2025-04-12
1565,201,BCH202504121565,2025-04-11,2025-04-12
1566,5000,BCH202504121566,2025-04-11,2025-04-12
1567,3257,BCH202504121567,2025-04-11,2025-04-12
1568,4972,BCH202504121568,2025-04-11,2025-04-12
1569,3122,BCH202504121569,2025-04-11,2025-04-12
1570,201,BCH202504121570,2025-04-11,2025-04-12
1571,4004,BCH202504121571,2025-04-11,2025-04-12
1572,3124,BCH202504121572,2025-04-11,2025-04-12
1573,3162,BCH202504121573,2025-04-11,2025-04-12
1574,1525,BCH202504121574,2025-04-11,2025-04-12
1575,1665,BCH202504121575,2025-04-11,2025-04-12
1576,1569,BCH202504121576,2025-04-11,2025-04-12
1577,2211,BCH202504121577,2025-04-11,2025-04-12
1578,4307,BCH202504121578,2025-04-11,2025-04-12
1579,2858,BCH202504121579,2025-04-11,2025-04-12
1580,3922,BCH202504121580,2025-04-11,2025-04-12
1581,114,BCH202504121581,2025-04-11,2025-04-12
1582,3042,BCH202504121582,2025-04-11,2025-04-12
1583,503,BCH202504121583,2025-04-11,2025-04-12
1584,1719,BCH202504121584,2025-04-11,2025-04-12
1585,1131,BCH202504121585,2025-04-11,2025-04-12
1586,1807,BCH202504121586,2025-04-11,2025-04-12
1587,1073,BCH202504121587,2025-04-11,2025-04-12
1588,122,BCH202504121588,2025-04-11,2025-04-12
1589,3189,BCH202504121589,2025-04-11,2025-04-12
1590,3424,BCH202504121590,2025-04-11,2025-04-12
1591,2254,BCH202504121591,2025-04-11,2025-04-12
1592,4952,BCH202504121592,2025-04-11,2025-04-12
1593,130,BCH202504121593,2025-04-11,2025-04-12
1594,3316,BCH202504121594,2025-04-11,2025-04-12
1595,923,BCH202504121595,2025-04-11,2025-04-12
1596,4460,BCH202504121596,2025-04-11,2025-04-12
1597,1468,BCH202504121597,2025-04-11,2025-04-12
1598,4344,BCH202504121598,2025-04-11,2025-04-12
1599,4948,BCH202504121599,2025-04-11,2025-04-12
1600,2279,BCH202504121600,2025-04-11,2025-04-12
1601,4658,BCH202504121601,2025-04-11,2025-04-12
1602,4587,BCH202504121602,2025-04-11,2025-04-12
1603,2120,BCH202504121603,2025-04-11,2025-04-12
1604,1064,BCH202504121604,2025-04-11,2025-04-12
1605,3531,BCH202504121605,2025-04-11,2025-04-12
1606,4682,BCH202504121606,2025-04-11,2025-04-12
1607,1969,BCH202504121607,2025-04-11,2025-04-12
1608,2230,BCH202504121608,2025-04-11,2025-04-12
1609,2113,BCH202504121609,2025-04-11,2025-04-12
1610,369,BCH202504121610,2025-04-11,2025-04-12
1611,4207,BCH202504121611,2025-04-11,2025-04-12
1612,4057,BCH202504121612,2025-04-11,2025-04-12
1613,2920,BCH202504121613,2025-04-11,2025-04-12
1614,3152,BCH202504121614,2025-04-11,2025-04-12
1615,4575,BCH202504121615,2025-04-11,2025-04-12
1616,85,BCH202504121616,2025-04-11,2025-04-12
1617,3091,BCH202504121617,2025-04-11,2025-04-12
1618,2318,BCH202504121618,2025-04-11,2025-04-12
1619,2745,BCH202504121619,2025-04-11,2025-04-12
1620,4283,BCH202504121620,2025-04-11,2025-04-12
1621,4764,BCH202504121621,2025-04-11,2025-04-12
1622,1049,BCH202504121622,2025-04-11,2025-04-12
1623,3488,BCH202504121623,2025-04-11,2025-04-12
1624,866,BCH202504121624,2025-04-11,2025-04-12
1625,4326,BCH202504121625,2025-04-11,2025-04-12
