LeveringID,ProductID,Aantal
4831,1298,793
446,4080,104
4408,4887,122
800,70,248
2007,3900,896
1824,4286,587
4041,936,345
3241,2945,288
946,2708,868
3924,104,188
2116,3086,938
3337,2136,271
3524,180,264
4470,3469,245
3380,3553,584
3196,4911,856
3682,214,933
3959,4878,881
4050,3048,562
3155,761,954
4107,1986,865
748,3312,193
1708,1556,661
1048,3621,239
3079,2981,602
2963,3165,920
4015,4729,845
2142,886,61
4039,1945,960
2684,248,687
2325,2240,513
1865,4630,73
4975,2813,636
816,4362,481
454,752,678
2566,4061,383
3347,2837,95
3817,4228,279
2798,4955,919
3838,1401,507
2648,4158,469
3915,3234,708
2342,1739,197
4186,2682,381
3397,846,256
3140,34,418
4976,1075,419
4407,159,967
4796,1519,915
4473,902,227
2404,3327,723
4001,1488,911
1007,532,246
2744,4887,383
1348,515,996
258,1382,540
2986,4722,639
2943,3753,198
2731,3946,815
4688,1382,836
1586,2479,668
4,2519,70
3284,2561,526
2963,3853,750
2555,2754,168
345,929,34
373,1468,744
4031,3306,689
3249,1937,95
1545,291,505
3154,4886,813
452,4337,699
4592,2562,13
1870,3821,909
1598,3718,287
957,1701,774
892,2637,903
2937,2023,575
992,1745,501
1305,4945,743
1252,3490,246
4102,4395,799
2318,281,14
1580,3392,225
3946,4385,781
3703,2189,356
4447,2814,448
4630,2146,714
453,4396,924
4399,3568,119
2502,2738,198
3036,2419,450
1514,2645,465
1718,498,530
4930,2915,880
1973,796,531
4983,4621,959
4178,495,314
4849,2690,278
4081,1179,321
1767,2416,896
3004,1741,532
4398,525,799
374,2732,784
3440,2877,579
2822,400,936
4937,3639,229
3022,565,822
4552,4448,267
496,2259,457
2139,1977,934
2590,3161,905
1788,3701,579
2116,2632,48
1575,1251,444
3462,1441,581
555,3802,655
2959,4079,105
1005,2423,10
4293,2,818
2415,16,376
2144,2383,673
2679,2524,367
544,3830,236
882,1481,782
1457,4088,161
3223,1911,407
3925,3687,759
3463,1520,804
568,1689,228
3192,3626,381
1412,2216,494
4716,1315,693
3468,2962,908
824,2647,838
1343,364,650
161,472,646
4249,1619,31
3135,4380,37
1637,1033,823
1313,4337,14
2787,1848,601
1779,4705,863
2478,4580,470
3609,4364,175
1086,4825,236
2128,4786,809
1875,1934,997
2213,3885,298
4216,580,714
4522,1392,511
3488,3153,891
1667,1424,852
4855,3612,382
20,655,231
3239,3260,586
3552,2920,422
2859,1960,234
966,1173,556
3474,1183,557
913,3185,408
2114,2354,770
1547,2928,125
4614,1973,983
57,942,642
2362,1119,513
2878,2162,907
72,3776,852
3749,338,647
1393,4573,620
3728,4063,342
4192,946,669
107,1887,14
1886,687,107
1245,923,439
338,4094,229
4080,365,741
2819,481,447
2401,2612,512
4776,2777,729
57,1151,570
2263,4778,463
3798,4766,694
4448,758,832
4620,2927,141
4094,4229,389
94,1195,781
4843,48,750
4383,3626,257
308,3278,619
1357,291,561
3334,3940,971
4033,1496,905
1920,3746,50
433,2951,188
3646,4688,501
3894,4512,46
4977,1202,642
3914,3263,34
2049,4701,746
980,3676,219
4251,4765,232
952,436,101
2747,2490,619
3013,667,277
4215,3773,782
1492,4816,411
298,1174,506
799,260,838
1023,4222,231
412,1214,937
2546,848,365
2993,619,122
4592,479,305
2806,339,424
2660,3719,179
4148,4645,400
457,820,356
977,2394,856
4052,3713,748
2277,4787,576
4811,751,984
2097,3460,546
1632,2372,918
4413,339,354
1882,918,258
74,1020,996
4767,4259,565
2124,540,530
4392,1218,406
2157,730,571
4502,4291,185
558,116,64
143,4729,253
47,3284,539
3813,4905,127
3667,745,39
4318,2056,107
2290,712,242
4436,255,168
2480,1930,882
2846,4532,472
690,1385,10
1860,3000,830
139,1333,374
1866,2115,846
456,2797,531
3588,1102,494
2146,2986,946
1973,642,538
3873,2815,662
1250,248,762
2606,3550,72
2199,3083,90
4808,2282,991
2259,3735,510
276,216,754
2431,4187,495
1368,4779,512
93,1547,253
1676,4170,790
4828,4526,369
4805,4122,97
4070,3211,743
2819,3807,874
4691,1147,296
3131,2988,353
2499,336,461
4010,4226,702
3049,4105,793
4845,1857,143
412,711,165
4755,159,876
4842,3125,121
4772,777,227
1529,3967,659
287,1105,26
462,997,997
194,1221,653
958,409,952
63,3782,698
2749,1871,246
1134,3638,738
4327,1702,874
152,1349,328
3217,1529,532
3265,4490,308
213,1932,349
4939,1439,907
1404,3249,263
2894,3297,357
2349,4998,24
474,592,843
3686,2381,371
138,4523,64
2860,4566,400
1597,4358,169
4020,1069,679
2794,3650,470
3906,3730,412
4941,701,924
2124,1128,370
4397,2594,770
175,3768,688
4522,1419,935
4719,1603,978
4740,974,161
3845,641,660
1803,2600,746
2905,3316,911
3901,3289,142
906,1681,763
3312,2330,361
3410,1340,574
4266,2016,480
3528,124,583
1470,2296,711
4400,4184,290
2557,1075,425
3697,1000,726
2867,2644,532
2390,2467,268
3407,1757,928
3117,892,721
4598,1679,108
4912,505,51
4968,3131,862
280,2856,152
707,1674,24
2005,4010,711
2779,1225,669
3237,2225,707
961,357,649
196,1829,544
108,4187,668
1925,298,667
1267,363,724
2022,4309,840
1302,1868,612
738,3870,747
2275,433,847
2248,4078,264
547,452,692
4125,1241,384
939,179,650
1887,4736,781
4757,148,926
2759,4585,423
2690,3356,850
290,4440,996
436,2018,329
4314,1232,203
4225,202,32
4580,2502,537
411,1346,81
1855,4425,681
2339,4235,928
1361,4218,567
4828,2525,917
4795,2985,114
45,2084,533
1714,2741,553
1173,4131,627
4185,134,942
401,4107,241
4994,3598,854
4325,108,409
1389,2033,119
4574,2659,322
2921,562,980
3414,4295,832
3946,1536,889
1102,3033,446
745,4517,358
3902,2425,348
2001,4219,236
2779,4144,856
551,3117,563
3666,1603,634
3252,2705,431
1081,1671,950
400,4379,12
4971,1708,947
2626,2067,464
273,2518,585
2000,4337,705
3745,4896,149
3919,2577,316
811,1466,694
4831,37,196
3647,2337,325
4477,3857,830
3073,2667,794
3414,2418,492
1433,2487,345
3585,3468,44
3979,1358,247
632,4084,617
2383,3577,519
1282,4533,358
2497,3012,212
943,2478,383
1926,2111,243
2359,4915,178
1656,3247,559
1162,1498,976
2667,1538,235
1093,3211,291
1373,4936,129
2286,4177,598
2821,3466,450
4909,4754,77
902,1389,396
2094,2226,951
794,4707,293
10,364,718
370,2788,83
440,2537,583
2954,2232,792
791,2769,638
607,4654,641
736,336,259
3148,578,244
79,416,717
2606,3634,309
4714,2360,601
378,1950,938
3407,4989,844
3188,2263,127
4643,2427,366
4163,2452,838
4399,2651,36
2625,1477,501
2450,4270,984
5000,1552,677
4910,466,343
1809,4984,935
2398,1338,997
1088,3352,529
4505,84,121
4363,397,498
1413,199,934
351,3527,848
1253,281,972
4907,900,109
3018,2018,914
1977,3284,720
2910,2561,608
1298,1994,512
10,1108,490
2183,1899,414
4798,1792,744
373,4056,805
2642,1490,52
1224,4184,550
688,4036,22
3429,2789,712
376,2722,752
2022,1136,259
1980,1812,129
4293,715,669
4701,2688,162
454,2411,950
3551,695,473
4400,1784,29
4160,4771,441
960,1639,423
3206,2020,403
3178,3374,889
4356,29,622
1369,1493,786
3734,3805,417
2146,1838,460
3258,801,609
1831,4272,192
3576,279,906
4783,60,543
1445,281,833
1974,2870,578
3942,4919,956
414,2816,671
454,91,534
1679,1048,550
3295,4967,219
578,2762,959
1765,3766,395
4178,864,675
311,3178,601
1169,2642,243
3983,1837,293
518,805,27
2117,2114,78
2994,4693,837
3663,2011,684
4156,3470,891
4656,2195,960
334,1936,134
2036,1657,138
2078,369,160
4176,2549,396
767,2683,953
61,4091,18
71,2467,808
1319,3360,785
2764,1565,420
2976,2354,591
1829,457,504
1786,4684,608
254,864,162
3091,2839,133
3312,1783,101
3099,2743,116
515,1388,564
33,805,73
324,1920,257
4174,1167,648
1840,1003,784
406,141,533
1691,2496,999
1935,4599,141
155,9,191
3130,4636,523
1176,4974,321
3266,4949,706
4344,3151,845
563,2764,509
4116,866,779
4518,4135,790
1314,3626,621
1362,2989,37
1961,4454,798
1378,4165,781
3921,4816,147
480,3365,525
4430,1252,619
4021,2226,620
2454,267,34
2141,2374,310
987,1170,294
769,943,156
4242,2182,362
159,2957,496
2462,408,740
3782,2342,900
4807,853,998
2384,3269,547
947,3698,972
3,4759,594
3122,3782,907
2249,4646,152
4408,1033,799
44,2616,810
1622,3086,305
1992,2069,187
4067,3328,909
4681,1932,929
1476,1786,479
1593,1929,523
1516,3894,14
3481,2878,733
4746,783,879
1230,278,791
1046,4545,231
3975,2284,902
574,1411,55
3322,2734,302
9,2910,669
4642,2280,229
4350,4006,417
3214,842,615
3349,3260,987
993,3837,634
1557,4473,405
3694,2403,413
73,2563,628
945,395,551
3224,2370,811
1492,4246,567
4622,1097,60
72,1772,306
2066,4257,220
3127,4543,170
1061,3428,246
4830,4166,173
4806,2604,705
4907,4216,468
1355,3885,182
2006,888,252
19,1339,721
4871,4592,248
2667,3222,896
1511,2761,187
62,3636,755
3840,3825,409
2804,2099,878
3825,224,119
3295,2903,619
3663,164,38
870,2413,561
3041,577,639
3083,1643,908
4757,246,736
3640,479,411
4616,3929,77
1958,259,973
4849,1882,543
2562,3332,89
3795,1067,400
3214,2831,793
985,4535,649
2798,1742,477
3070,469,626
2934,2936,273
2352,4297,767
3926,4930,773
3465,1357,394
573,4865,778
3150,1506,62
3400,504,467
3008,1972,549
1340,3067,353
881,3063,146
1023,4229,651
2422,3154,504
4156,3773,587
337,556,422
2795,728,778
2993,3986,524
4285,1717,496
2469,1612,660
1284,4620,17
2102,93,256
1349,4861,715
1612,2207,780
1532,2974,600
1836,486,502
313,375,125
2893,2372,600
588,4212,212
4893,2232,467
714,2970,299
3352,1800,238
4692,4307,790
3875,2659,422
3704,2165,433
4459,4132,271
1213,782,603
1717,4320,732
3494,1366,836
1953,4278,317
2772,1959,614
809,3380,86
2175,2663,300
4390,2413,985
3095,1440,896
3986,1711,722
3607,190,98
3013,4495,112
3093,1866,585
2379,1105,185
375,2102,718
957,642,481
824,3813,11
4214,2197,478
10,641,766
1890,1901,16
1016,824,518
2181,3858,70
2886,1057,276
307,1096,968
1701,4756,501
4791,1923,809
1635,1746,294
4742,221,553
83,3801,553
3801,2976,218
1557,2648,642
3693,1036,153
2346,1383,767
4867,1225,312
1235,3864,676
2140,3351,730
3647,3326,861
3342,86,821
498,1470,756
510,3975,663
3029,1023,153
4444,2481,265
4690,570,997
3570,4425,78
517,4256,532
3899,2808,76
816,1333,981
2842,4016,230
3270,86,905
1063,326,436
3512,1367,619
1273,3889,105
277,349,662
1550,1562,772
4935,488,907
4509,2738,472
695,1537,688
3087,3445,343
4256,3646,500
1816,379,236
829,3472,383
4644,4727,101
4935,4651,86
1443,825,368
4837,2931,261
3270,394,70
2824,668,294
10,2242,940
4030,1433,279
1764,3571,688
1992,2143,666
4280,1073,841
4109,4291,90
4022,1310,505
2427,413,217
3193,3936,178
3013,3458,153
3966,2828,900
2243,2680,199
2891,1135,781
28,4249,233
4983,157,530
971,2517,88
2384,4462,312
295,647,612
1818,910,140
67,2831,491
4828,433,876
1978,1688,871
2682,43,567
2717,2138,892
4678,854,220
1811,3606,859
275,2745,458
3695,810,337
3067,3366,391
4002,725,559
2529,544,240
1846,2379,722
4252,2241,13
3322,766,143
1277,121,788
1940,4874,419
3901,4079,206
4980,4418,373
2790,4325,113
3526,267,448
478,3889,39
3622,1048,291
2199,641,868
995,1488,608
1142,416,881
149,1995,815
3773,1631,381
284,3732,473
1250,1879,494
3782,2597,631
2453,3996,824
3460,3940,499
1496,2534,615
335,3233,936
3268,1187,999
105,867,320
4723,26,226
2117,3789,618
2544,274,295
4484,705,869
896,4008,438
2126,1745,689
1643,3777,243
2662,2578,49
2219,4618,614
460,2519,46
4948,782,907
3247,420,280
4296,28,493
2781,3552,381
2142,3316,653
827,863,102
2815,3202,735
1032,4428,722
3478,3793,193
544,3477,613
2277,1601,454
2083,1785,580
1771,448,779
3997,2401,160
4106,39,894
4883,2435,449
3175,3483,422
4470,1159,862
4902,3478,696
37,2215,149
3978,1171,241
4298,3455,748
3490,1800,574
1920,2415,533
1943,3412,265
544,3730,43
3657,2658,813
2352,453,156
3679,207,841
1252,3471,867
4618,3490,425
2296,141,822
1624,779,304
504,529,902
921,4501,973
1719,4640,461
3071,678,962
1571,3591,180
1151,2721,716
1271,2493,540
838,2930,728
1470,1875,819
102,4138,441
4830,17,874
224,1898,876
1169,1335,747
3588,1726,745
2857,2525,340
919,2778,695
724,597,766
547,3497,636
4611,2939,856
4929,591,348
4935,3399,195
3204,3083,520
4511,199,341
1693,4648,334
4268,1062,963
768,430,595
1862,154,150
4333,3349,635
1673,1975,134
2740,2509,565
3127,4198,746
2449,1705,976
555,3372,728
3029,2577,983
1639,1944,735
32,2838,239
2454,1008,452
2354,651,776
2726,332,33
2059,159,459
1089,3582,588
4129,998,688
3928,3664,188
2554,1578,851
4567,820,747
2893,2484,255
947,2426,497
2297,2657,910
3716,2762,370
1929,3589,916
4547,4286,773
2765,335,977
2379,1328,84
2231,3976,948
3428,2571,93
808,2514,348
1005,4966,856
215,3654,442
2645,189,823
2827,1806,322
3384,3790,96
1934,481,18
1844,4807,598
4104,1237,789
834,3932,71
1396,2651,102
1588,1375,972
4683,3433,660
3804,1937,335
28,983,855
3516,1157,809
313,4421,826
3046,125,483
1896,3596,69
3518,2163,165
4634,30,384
4951,2821,808
3858,2733,157
2889,3990,765
4236,4310,836
88,4254,749
435,1869,911
1207,1997,865
1333,4669,169
4942,4488,336
3056,1884,194
4682,1795,453
4551,4958,40
3874,2510,671
4037,672,943
890,3214,847
2276,4129,694
1102,1860,925
4946,2333,839
4101,181,519
2086,842,55
1919,2147,395
1917,3213,733
1625,769,778
3878,2739,820
2032,3138,664
3475,3914,742
1649,2734,596
508,4654,86
1813,330,668
3855,4727,364
2614,1082,149
3706,3305,413
2340,1117,646
2946,1101,719
1524,2289,453
4462,1542,93
3187,2128,217
2053,477,616
999,211,159
1364,2571,267
2148,2813,991
1596,1551,301
2554,3994,801
1256,409,309
1773,2893,312
4037,843,87
592,1153,12
77,4291,521
3623,2180,996
499,4066,935
2221,3534,825
930,3860,355
2100,974,349
1039,2791,446
1648,564,419
3804,725,687
3724,842,141
4405,3269,345
3127,4851,213
2577,2093,260
4778,441,890
3399,397,858
127,3914,551
961,4025,303
3496,335,487
4442,525,945
624,2329,302
3416,481,793
4557,3993,981
782,1755,398
2547,4254,745
2209,740,262
1072,1949,814
2827,4825,786
2030,3376,901
1885,1926,338
938,638,159
974,744,568
3037,1852,857
3601,891,880
2848,4685,253
3980,3404,803
3096,3674,370
757,4127,120
46,1596,165
378,2824,909
431,2184,218
426,1218,726
4214,4547,189
3276,4541,243
3726,1875,450
4276,3548,332
3286,1354,307
1732,2635,616
1309,3177,213
2523,2318,962
4120,1105,660
292,3900,546
3168,1027,142
1930,3237,88
2533,2426,643
2961,3519,911
1602,3616,210
379,992,45
3192,939,737
2141,4672,489
2307,3892,684
1186,3900,983
4452,4087,732
4707,1630,205
168,3037,322
1955,1503,30
4988,3082,899
3871,1504,142
1418,4546,795
435,1712,43
4521,75,738
3621,701,598
4393,3035,260
2318,1416,584
2717,4899,932
4545,3845,803
2423,4406,928
4417,3150,277
274,588,226
594,2892,998
3169,4290,423
4733,756,80
348,1894,386
4819,1904,657
3175,574,239
3504,2181,651
1718,352,209
2647,1762,107
780,1012,702
307,2463,428
3756,4384,823
1721,3488,118
890,3364,86
4576,4315,771
565,41,841
2709,2681,418
4808,2514,987
1333,4877,494
645,4329,431
4225,410,107
3373,1238,840
3444,3889,222
1859,1140,231
4099,4442,891
3153,4994,164
4808,3921,716
102,2094,189
4845,3632,960
4080,51,601
645,465,902
3052,2289,816
4941,3039,812
2675,879,259
3980,1743,526
1209,2642,319
3120,4711,596
908,3968,79
2710,782,37
2014,3966,897
540,2742,599
1595,1309,101
1282,3849,832
745,1392,253
3664,998,71
2721,149,626
1878,4985,28
1343,2685,71
1593,4285,118
3696,2656,180
1817,1886,147
4618,1386,978
3997,4946,162
3292,3845,159
1841,1263,910
2708,3844,239
4497,1124,243
2699,3059,99
1468,605,482
70,252,31
1658,1748,125
23,992,682
3155,2172,404
3453,3509,304
4699,4236,374
700,2587,350
2902,1290,857
3134,604,646
3466,4930,483
1074,1204,364
1338,1065,111
2697,3136,292
3531,954,119
2613,2874,990
1799,1136,718
2127,571,209
2630,643,591
4287,2936,974
765,3898,355
4931,4697,835
2808,3439,988
2881,4437,954
24,4174,969
54,1266,150
1110,115,341
771,3305,728
1141,839,639
4008,209,759
178,104,266
4556,4734,812
1702,1630,131
4900,2803,641
2602,1420,140
2120,1088,506
1134,4019,674
4298,2237,950
1933,2397,493
2024,1152,450
1595,2879,688
2963,3646,914
1452,294,769
272,286,898
4743,2793,619
3126,3988,119
1255,3613,968
3304,2291,749
2589,4572,953
2505,4747,818
3519,802,711
3793,539,300
2122,3161,741
154,833,935
1593,3879,894
4315,997,814
169,1790,854
3598,4750,65
2642,2133,755
3285,4956,288
1368,283,790
479,3298,873
1653,122,298
1536,779,532
4416,3516,179
95,3588,596
216,3633,136
265,1937,150
499,1867,298
2777,2220,617
2642,1566,484
63,2338,123
3945,4762,82
3773,4263,494
3356,136,312
1168,1815,875
1902,3633,24
1052,4486,43
1762,4671,484
1014,1224,185
2487,2299,985
4699,1306,851
2490,189,364
2225,460,605
431,754,805
3732,4948,171
623,2553,392
962,2707,657
2449,4412,483
1771,3253,454
1811,3226,969
1517,4749,611
378,4900,353
2912,4858,576
4298,1779,627
3438,282,240
1718,2471,726
416,2677,889
357,4061,526
1002,1985,236
4017,1951,849
192,4520,844
590,1800,987
801,1952,824
798,2303,384
271,821,557
4222,1883,963
3049,4836,688
108,4053,914
2964,3771,732
681,1450,967
584,1852,783
904,3047,970
943,4794,87
1763,134,409
2514,4214,119
2489,483,421
1075,647,758
3048,1489,635
876,4055,401
884,1530,198
2679,4297,537
3162,4029,99
1570,4243,584
838,2444,864
3309,3955,942
3792,594,208
427,1179,546
1665,4359,955
3198,2693,919
1050,1315,830
4604,2671,618
1474,1135,367
880,4820,434
3554,2719,728
936,857,184
3576,3311,125
1462,1163,51
3034,2550,158
3349,754,645
652,1797,799
855,702,998
1245,1869,204
2805,4394,650
1126,3502,814
3380,4243,546
4222,1606,317
2370,3701,756
1006,1086,851
4024,1599,384
879,1559,370
4689,2492,304
630,3982,75
1131,1469,879
3538,248,509
4736,3478,907
4110,1909,804
2023,65,936
528,85,231
179,4572,103
3478,2259,944
1369,379,111
4586,4079,631
1946,4559,237
615,2754,498
2487,3949,663
1584,4731,167
4437,2285,727
3856,4010,600
4261,2708,569
1538,2534,860
92,3470,961
3643,3755,703
2093,2772,184
4984,2176,589
712,848,861
3723,1102,978
4652,1731,49
1042,1966,827
527,1695,127
710,3847,122
375,1478,530
2475,1619,638
4139,2204,507
1130,1639,877
1647,1965,701
130,4512,343
4748,3898,101
167,3491,55
1960,170,903
3097,3725,797
596,1153,962
1068,1414,961
1645,613,958
2890,356,235
2577,3565,194
289,2868,494
1067,2231,89
2146,1061,902
4550,2695,970
915,3520,155
1287,677,778
1083,3371,509
717,2591,424
2474,1897,787
549,4117,999
4820,3757,440
2160,331,780
4473,2688,367
4959,2229,536
1494,2210,142
4457,345,168
3709,1102,152
2361,2320,550
2010,4622,792
244,2220,96
443,3043,566
2317,27,790
2909,3095,690
792,3675,581
4139,4050,909
167,3020,356
4553,907,926
3904,1978,787
3311,356,743
4626,3880,352
1114,1977,831
4941,3302,407
1432,3378,459
3884,3631,797
4812,4569,962
1056,2771,627
915,279,209
3072,2519,781
740,3300,904
2065,1146,468
152,3011,434
2305,4264,827
832,1269,369
3160,1521,452
3274,488,969
672,2810,931
457,3355,254
4842,3591,247
2558,1506,621
637,4894,12
1226,1139,765
2883,2699,148
837,4077,791
56,4787,361
3890,182,986
1698,3998,338
2914,2953,68
4150,1694,684
4516,3899,128
3466,3928,369
964,3370,746
1032,1851,215
3563,3195,986
1296,139,32
2900,4615,589
610,3209,945
1555,2492,439
1843,554,946
4158,710,534
2465,832,201
3494,2284,34
883,3711,915
2839,752,854
3683,4013,740
3009,1155,379
826,2655,806
184,2786,873
2662,99,29
1432,3331,848
154,4706,928
280,1777,552
2760,3455,905
2934,1072,955
4255,4795,454
2791,4260,977
2519,4157,212
624,4664,179
2104,1431,711
3241,1765,762
3121,1468,170
2097,4147,327
357,1813,898
2450,1478,81
2189,3061,843
1958,1481,388
1539,3787,273
3287,2842,162
1163,4913,659
1469,1481,322
4048,3340,519
4216,1444,557
2541,887,954
2639,101,677
3190,1455,297
1005,1501,210
4248,610,439
869,3851,754
1144,902,448
3679,318,517
3314,3753,443
2126,3365,681
2131,2079,144
4309,1044,687
3691,4136,678
4956,4804,501
3118,2447,394
3215,1554,134
4288,4609,987
4262,396,779
3282,725,784
2387,373,723
4903,4504,64
1030,210,999
1695,4439,453
3352,3531,952
2628,4270,691
4536,287,621
2165,3506,222
4629,2484,652
1836,1858,122
4167,3879,49
741,2351,619
1300,4426,911
4127,602,71
6,2292,66
1424,1080,195
3978,4724,159
2767,638,79
4484,51,354
4711,1792,538
1163,1192,947
264,766,588
4161,1651,390
1087,3775,969
4611,544,17
109,4766,143
3552,1869,950
83,2569,452
3011,4188,949
1534,3599,996
1097,3565,402
2131,4638,755
841,3800,475
661,1100,538
4061,3706,35
2086,2129,204
175,2735,477
2636,731,555
3038,165,171
2823,2169,659
4259,1551,946
1116,37,972
260,4343,606
140,4453,150
1546,4049,698
4866,4718,906
2303,375,579
1317,1287,932
492,3600,632
3313,3623,826
4508,2597,218
134,633,717
4862,4793,916
716,2257,303
4420,1197,591
1504,958,236
1869,2527,752
552,3274,111
2074,843,970
668,3176,583
3699,1287,767
2991,1693,352
1591,512,606
3425,4129,977
2057,2544,474
2889,4459,917
617,1760,793
1406,3219,350
942,2089,613
4632,1544,701
4263,4215,567
3617,2375,639
39,1580,904
4603,441,916
3568,2645,461
144,2291,110
4843,2448,557
4949,4948,592
3646,876,825
4515,4164,294
130,4008,922
1258,778,956
1611,697,989
15,2454,949
4936,4925,357
3404,1026,354
604,1393,847
2980,1175,395
452,3140,748
4617,2405,344
2804,41,322
4201,2684,79
4745,4686,364
195,2232,491
3214,4349,72
4520,3182,600
57,194,583
299,279,293
3421,1275,82
3887,4720,294
1826,3723,855
410,1178,70
3179,3637,111
2496,2011,680
1646,1346,482
3935,573,672
3439,3238,319
4283,2010,95
1949,4498,331
4934,4229,961
3141,4287,591
4115,4229,758
3588,4766,368
3031,3259,280
4928,641,294
1380,3379,554
3536,3697,638
4471,1292,669
369,4030,719
2939,262,864
4398,3604,902
2249,2778,901
336,512,945
1225,3817,778
1957,886,885
2951,4887,663
3077,2281,853
4041,1046,818
3981,2082,18
3364,1106,772
109,1073,28
2546,3587,997
3741,2233,936
3109,3821,635
1382,172,673
2055,512,763
1763,426,100
1585,3376,360
3520,3908,758
3274,3759,530
4155,2342,777
3798,2662,313
2045,1035,271
134,84,852
307,886,957
4582,749,557
2737,2295,785
1052,2741,287
1432,824,977
463,3762,375
3372,294,577
1257,3086,403
4485,4814,812
2494,3731,57
72,2300,435
4977,745,551
3682,87,713
2026,1669,571
944,1570,684
1167,3245,284
4466,4491,294
1845,732,119
35,3264,821
3179,763,196
4624,907,818
861,1065,238
3610,204,570
3728,1196,396
4488,4763,866
4126,4850,718
4536,4305,812
2935,4955,604
1405,2858,995
1938,1081,610
1602,3007,481
4549,4956,333
2508,1772,808
3082,1054,896
2593,1887,473
951,2098,318
1927,4616,804
1006,4329,708
4602,3936,532
715,1432,741
4798,2616,493
223,1303,37
3012,3268,631
3155,3982,469
91,626,889
2718,2031,414
2799,3164,654
4343,2312,842
1379,4330,539
453,1977,632
2645,2118,970
4496,4202,548
3013,1957,518
4064,4832,37
4177,4664,829
463,4642,145
4082,4981,202
4299,161,545
4513,1736,619
2145,461,824
619,2453,976
1048,2451,866
717,1109,701
3950,2958,22
4887,3804,819
3449,2910,952
4984,781,320
4047,3032,21
2805,827,645
1312,297,577
1210,2477,740
433,1883,215
1846,3196,181
1670,2150,289
470,4526,269
1145,1773,120
668,4580,204
4524,3331,550
4953,2013,459
1685,2051,439
407,4355,31
2633,3007,370
3461,2349,155
4416,3967,768
4577,1069,910
378,4377,743
2351,495,33
289,472,166
278,1769,955
4662,2343,101
1801,3543,533
4040,833,919
3056,4410,527
2698,1564,372
3389,5000,982
4263,1560,306
4388,2207,585
3391,3974,700
4592,659,336
1062,503,385
2349,956,549
3921,1171,110
2639,1954,123
4263,792,711
4590,2970,580
766,37,357
1382,4561,723
183,4911,619
4804,1988,552
4516,2097,224
1873,28,596
4424,4970,231
934,3174,559
165,3717,916
3796,1522,855
2005,1790,407
2044,901,262
3331,390,574
4748,949,35
4549,4483,401
798,1602,690
287,922,192
2807,1082,544
3713,4964,704
3799,2615,880
1066,1332,212
2242,497,110
4809,1346,198
1905,4502,81
3590,4265,645
4673,122,534
862,1315,524
2304,2621,179
4600,361,298
2335,899,335
1592,4846,847
2860,3437,51
1974,1183,586
2261,1779,161
2484,2103,647
2585,1086,539
4908,4549,521
2834,4071,167
3800,4996,245
3320,4236,586
2117,4655,831
1994,4086,34
2390,2438,736
1268,2803,56
3312,1310,564
4280,14,380
4867,516,157
1905,1883,639
2693,3616,687
1968,997,841
2922,4624,618
3246,1664,693
29,1864,979
722,1739,773
847,991,684
2720,2881,657
968,1708,202
340,4119,374
1543,1183,286
2842,119,336
1718,515,714
3285,220,552
1953,3402,294
329,262,653
3227,3281,862
2922,4230,301
4034,856,275
2250,2929,720
1288,2441,61
4167,3436,557
4511,15,590
838,3483,732
2279,1060,154
3703,539,414
1355,4771,676
2316,4302,30
1905,3188,965
1443,2208,471
4336,594,739
1316,3004,624
3411,132,468
179,3830,160
692,3748,224
4164,4673,527
2295,4846,473
3594,4123,885
941,3925,761
1023,1787,619
2026,2246,427
1917,2899,25
3824,4538,368
2439,3953,868
1298,3873,266
1091,4843,92
1783,4113,879
2259,2951,836
4005,4590,643
4296,1975,259
4601,3153,723
1054,2402,156
747,2268,482
4497,1351,96
4445,4562,87
585,2566,276
4993,2696,880
846,1586,940
2747,1383,584
4667,1160,873
3153,3624,936
4824,2887,434
4904,3679,958
1709,2302,413
2547,3327,561
592,921,891
2181,2517,92
3930,4516,360
3406,2888,580
321,2405,463
3860,1354,972
588,3790,522
2606,2511,622
4205,4356,208
670,2126,892
2955,458,581
2983,3368,957
1396,4240,672
4876,175,139
4905,4658,777
2022,3892,453
4,1052,172
3672,1256,218
167,3044,429
166,4584,403
3580,220,456
1455,4393,539
1185,661,376
1569,191,442
4705,1702,858
1198,3865,636
2709,1451,706
29,4793,375
1765,2122,520
3163,1777,329
4576,3586,763
117,737,664
3126,262,508
3000,1420,449
4513,610,854
2347,4059,420
3454,3102,330
962,175,691
1233,190,163
2959,2289,183
644,2959,828
1836,4891,859
4926,3447,775
2298,3575,47
64,1148,446
4320,3416,974
85,4982,794
1126,900,948
2064,2481,361
3293,4136,41
3033,620,326
4758,4203,694
3759,8,381
3446,4141,940
2901,3919,694
2698,750,863
3585,985,800
2218,2201,940
2520,3114,437
1725,286,309
281,4903,371
4540,206,747
3707,3966,239
2796,2200,405
4639,4029,674
1139,2466,693
400,1129,269
2056,3424,305
1176,4340,665
920,3068,318
3535,3832,616
3955,4627,349
1914,518,721
2483,4212,883
3785,1818,56
397,3412,295
4255,982,713
2266,2598,366
4799,1931,798
3280,4251,666
113,4326,56
101,3604,407
706,1341,779
3569,1546,753
4822,4489,402
492,4637,53
3623,2110,712
4580,3560,197
1459,4845,565
2187,2510,533
1501,4263,938
1895,2686,58
3319,1314,303
4530,165,485
3168,1340,954
1100,3825,387
2130,4684,896
4850,661,15
